Name,Latitude,Longitude
"Milwaukie, OR",45.44623,-122.63926
"Oregon City, OR",45.35734,-122.60676
"Portland, OR",45.52345,-122.67621
"Salem, OR",44.9429,-123.0351
"Tigard, OR",45.43123,-122.77149
"Tualatin, OR",45.38401,-122.76399
"West Linn, OR",45.36568,-122.61231
"Woodburn, OR",45.14373,-122.85537
"Allen, TX",33.10317,-96.67055
"Carrollton, TX",32.95373,-96.89028
"Cedar Hill, TX",32.58847,-96.95612
"Coppell, TX",32.95457,-97.01501
"Dallas, TX",32.78306,-96.80667
"DeSoto, TX",32.58986,-96.85695
"Duncanville, TX",32.6518,-96.90834
"Farmers Branch, TX",32.92651,-96.89612
"Flower Mound, TX",33.01457,-97.09696
"Frisco, TX",33.15067,-96.82361
"Garland, TX",32.91262,-96.63888
"Grand Prairie, TX",32.74596,-96.99778
"Irving, TX",32.81402,-96.94889
"Lancaster, TX",32.59208,-96.75611
"Lewisville, TX",33.04623,-96.99417
"McKinney, TX",33.19762,-96.61527
"Mesquite, TX",32.7668,-96.59916
"Plano, TX",33.01984,-96.69889
"Richardson, TX",32.94818,-96.72972
"Rowlett, TX",32.9029,-96.56388
"The Colony, TX",33.08901,-96.88639
"University Park, TX",32.85013,-96.80028
"Waxahachie, TX",32.38653,-96.84833
"Belleville, NJ",40.79371,-74.15014
"Bloomfield, NJ",40.80677,-74.18542
"Clifton, NJ",40.85843,-74.16376
"East Orange, NJ",40.76732,-74.20487
"Garfield, NJ",40.88149,-74.1132
"Irvington, NJ",40.73232,-74.23487
"Livingston, NJ",40.79593,-74.31487
"Lodi, NJ",40.88232,-74.0832
"Maplewood, NJ",40.73121,-74.27348
"Montclair, NJ",40.82593,-74.20903
"Morristown, NJ",40.79677,-74.48154
"Newark, NJ",40.73566,-74.17237
"Nutley, NJ",40.82232,-74.15987
"West Orange, NJ",40.79871,-74.23904
"Passaic, NJ",40.85677,-74.12848
"Paterson, NJ",40.91677,-74.17181
"Wayne, NJ",40.92538,-74.27654
"West Milford, NJ",41.13121,-74.36737
"West Orange, NJ",40.79871,-74.23904
"Beverly, MA",42.55843,-70.88005
"Chelmsford, MA",42.59981,-71.36728
"Danvers, MA",42.57509,-70.93005
"Fitchburg, MA",42.58342,-71.8023
"Gardner, MA",42.57509,-71.99813
"Gloucester, MA",42.61593,-70.66199
"Haverhill, MA",42.7762,-71.07728
"Lawrence, MA",42.70704,-71.16311
"Leominster, MA",42.52509,-71.75979
"Lowell, MA",42.63342,-71.31617
"Methuen, MA",42.7262,-71.19089
"South Peabody, MA",42.50982,-70.94949
"Salem, MA",42.51954,-70.89672
"Wilmington, MA",42.54648,-71.17367
"Bryan, TX",30.67436,-96.36996
"College Station, TX",30.62798,-96.33441
"Lake Jackson, TX",29.03386,-95.43439
"Charlotte, NC",35.22709,-80.84313
"Concord, NC",35.40888,-80.58158
"South Gastonia, NC",35.2193,-81.20563
"Huntersville, NC",35.41069,-80.84285
"Kannapolis, NC",35.48736,-80.62173
"Matthews, NC",35.11681,-80.72368
"Monroe, NC",34.98543,-80.54951
"Salisbury, NC",35.67097,-80.47423
"Statesville, NC",35.78264,-80.8873
"Apex, NC",35.73265,-78.85029
"Cary, NC",35.79154,-78.78112
"Chapel Hill, NC",35.9132,-79.05584
"Durham, NC",35.99403,-78.89862
"Goldsboro, NC",35.38488,-77.99277
"West Raleigh, NC",35.78682,-78.66389
"Sanford, NC",35.47988,-79.1803
"Houma, LA",29.59577,-90.71953
"Laplace, LA",30.06698,-90.48147
"Slidell, LA",30.27519,-89.78117
"Bay City, MI",43.59447,-83.88886
"Midland, MI",43.61558,-84.24721
"Mount Pleasant, MI",43.59781,-84.76751
"Saginaw, MI",43.41947,-83.95081
"Saginaw, MI",43.41947,-83.95081
"North Charleston, SC",32.85462,-79.97481
"Florence, SC",34.19543,-79.76256
"Goose Creek, SC",32.98101,-80.03259
"Hilton Head Island, SC",32.21632,-80.75261
"Mount Pleasant, SC",32.79407,-79.86259
"North Myrtle Beach, SC",33.81601,-78.68002
"North Charleston, SC",32.85462,-79.97481
"Summerville, SC",33.0185,-80.17565
