Municipality,Sex,Workforce,Worked Hours Week,Worked Days Week,Monthly Wage,Workforce MOE
San Marcos,Mujer,2745.0,30.0,5.0,3680.0,1068.0
San Marcos,Hombre,2652.0,40.0,5.0,3905.0,1080.0
San Miguel Totolapan,Mujer,2422.0,29.0,4.0,2425.0,1031.0
San Miguel Totolapan,Hombre,1518.0,44.0,5.0,3857.0,784.0
Técpan de Galeana,Mujer,3938.0,32.0,5.0,3326.0,1263.0
Técpan de Galeana,Hombre,3970.0,40.0,5.0,5198.0,1288.0
Teloloapan,Mujer,4242.0,36.0,5.0,2299.0,1284.0
Teloloapan,Hombre,3822.0,43.0,5.0,3355.0,1286.0
Tlacoachistlahuaca,Mujer,6657.0,33.0,5.0,2134.0,1716.0
Tlacoachistlahuaca,Hombre,1972.0,37.0,4.0,4136.0,1007.0
Xochistlahuaca,Mujer,10927.0,37.0,5.0,2709.0,1956.0
Xochistlahuaca,Hombre,1823.0,45.0,5.0,4108.0,998.0
Zapotitlán Tablas,Mujer,1791.0,36.0,5.0,2660.0,872.0
Zapotitlán Tablas,Hombre,944.0,43.0,5.0,3262.0,646.0
Marquelia,Mujer,2787.0,34.0,5.0,2746.0,1004.0
Marquelia,Hombre,2345.0,42.0,4.0,4572.0,991.0
Acatlán,Mujer,3144.0,33.0,5.0,2560.0,1255.0
Acatlán,Hombre,3769.0,42.0,5.0,3669.0,1326.0
Acaxochitlán,Mujer,2781.0,36.0,5.0,2395.0,1127.0
Acaxochitlán,Hombre,3528.0,47.0,5.0,3945.0,1210.0
Agua Blanca de Iturbide,Mujer,1992.0,37.0,5.0,2222.0,945.0
Agua Blanca de Iturbide,Hombre,2238.0,41.0,4.0,4277.0,1016.0
Almoloya,Mujer,1696.0,33.0,5.0,2364.0,892.0
Almoloya,Hombre,2658.0,49.0,5.0,3767.0,1118.0
Apan,Mujer,3742.0,38.0,5.0,3307.0,1232.0
Apan,Hombre,4343.0,47.0,5.0,4721.0,1325.0
Atotonilco el Grande,Mujer,2746.0,36.0,5.0,3089.0,1067.0
Atotonilco el Grande,Hombre,2838.0,41.0,5.0,4015.0,1135.0
Cuautepec de Hinojosa,Mujer,4374.0,39.0,5.0,3394.0,2013.0
Cuautepec de Hinojosa,Hombre,5839.0,43.0,5.0,3941.0,2236.0
Eloxochitlán,Mujer,1807.0,30.0,5.0,1485.0,823.0
Eloxochitlán,Hombre,1277.0,38.0,5.0,2400.0,732.0
Huautla,Mujer,2009.0,33.0,4.0,3105.0,872.0
Huautla,Hombre,2434.0,38.0,4.0,3831.0,1001.0
Huejutla de Reyes,Mujer,5933.0,36.0,5.0,3434.0,1590.0
Huejutla de Reyes,Hombre,7210.0,44.0,5.0,4468.0,1677.0
Huichapan,Mujer,3266.0,36.0,5.0,3132.0,1162.0
Huichapan,Hombre,4449.0,43.0,5.0,4941.0,1338.0
Ixmiquilpan,Mujer,4835.0,35.0,5.0,3169.0,1485.0
Ixmiquilpan,Hombre,4503.0,40.0,5.0,4544.0,1472.0
Jaltocán,Mujer,2465.0,27.0,4.0,3225.0,916.0
Jaltocán,Hombre,2623.0,35.0,4.0,4140.0,1051.0
Juárez Hidalgo,Mujer,2798.0,29.0,4.0,2732.0,1176.0
Juárez Hidalgo,Hombre,2668.0,39.0,4.0,2465.0,1085.0
La Misión,Mujer,2161.0,24.0,5.0,1019.0,989.0
La Misión,Hombre,1380.0,35.0,4.0,2396.0,794.0
Mixquiahuala de Juárez,Mujer,3884.0,33.0,4.0,3204.0,1313.0
Mixquiahuala de Juárez,Hombre,3726.0,41.0,5.0,4866.0,1278.0
San Felipe Orizatlán,Mujer,3542.0,24.0,4.0,1746.0,1273.0
San Felipe Orizatlán,Hombre,2480.0,39.0,4.0,3475.0,1063.0
Pachuca de Soto,Mujer,9599.0,38.0,5.0,5323.0,730.0
Pachuca de Soto,Hombre,11724.0,43.0,5.0,6850.0,837.0
Progreso de Obregón,Mujer,3545.0,35.0,5.0,3287.0,1187.0
Progreso de Obregón,Hombre,3324.0,42.0,5.0,4843.0,1150.0
Mineral de la Reforma,Mujer,5886.0,36.0,4.0,5131.0,959.0
Mineral de la Reforma,Hombre,6080.0,42.0,5.0,6691.0,939.0
San Salvador,Mujer,3564.0,33.0,5.0,2420.0,1406.0
San Salvador,Hombre,3771.0,44.0,5.0,3552.0,1383.0
Tecozautla,Mujer,2953.0,35.0,5.0,2163.0,1102.0
Tecozautla,Hombre,3246.0,39.0,5.0,3847.0,1160.0
Tepeapulco,Mujer,3993.0,35.0,4.0,4845.0,1387.0
Tepeapulco,Hombre,4972.0,43.0,5.0,5230.0,1471.0
Tepeji del Río de Ocampo,Mujer,4590.0,39.0,5.0,3716.0,1380.0
Tepeji del Río de Ocampo,Hombre,7444.0,44.0,5.0,4626.0,1705.0
Tezontepec de Aldama,Mujer,4280.0,33.0,5.0,3111.0,1395.0
Tezontepec de Aldama,Hombre,4896.0,45.0,5.0,4741.0,1423.0
Tizayuca,Mujer,4552.0,39.0,5.0,3666.0,1389.0
Tizayuca,Hombre,6474.0,47.0,5.0,5639.0,1553.0
Tlaxcoapan,Mujer,3811.0,34.0,4.0,3753.0,1387.0
Tlaxcoapan,Hombre,4566.0,46.0,5.0,4883.0,1488.0
Tula de Allende,Mujer,4299.0,38.0,5.0,4715.0,1360.0
Tula de Allende,Hombre,5715.0,44.0,5.0,5250.0,1501.0
Tulancingo de Bravo,Mujer,9640.0,35.0,4.0,3144.0,2152.0
Tulancingo de Bravo,Hombre,10426.0,45.0,5.0,4701.0,2286.0
Zacualtipán de Ángeles,Mujer,4444.0,33.0,4.0,3236.0,1310.0
Zacualtipán de Ángeles,Hombre,4698.0,42.0,4.0,4619.0,1345.0
Zempoala,Mujer,4215.0,32.0,4.0,3114.0,1711.0
Zempoala,Hombre,5693.0,44.0,5.0,4725.0,1835.0
Zimapán,Mujer,3240.0,34.0,5.0,2923.0,1282.0
Zimapán,Hombre,4749.0,44.0,5.0,4857.0,1470.0
Arandas,Mujer,9104.0,33.0,5.0,3130.0,2554.0
Arandas,Hombre,9157.0,41.0,5.0,5396.0,2569.0
Atotonilco el Alto,Mujer,3990.0,34.0,5.0,3343.0,1658.0
Atotonilco el Alto,Hombre,6612.0,42.0,5.0,5450.0,2101.0
Autlán de Navarro,Mujer,5684.0,38.0,5.0,4726.0,2256.0
Autlán de Navarro,Hombre,6970.0,41.0,5.0,5834.0,2528.0
Ayotlán,Mujer,10905.0,29.0,4.0,3293.0,3283.0
Ayotlán,Hombre,8874.0,39.0,5.0,5613.0,3114.0
La Barca,Mujer,6237.0,37.0,5.0,3794.0,2106.0
La Barca,Hombre,9474.0,43.0,5.0,4649.0,2808.0
Zapotlán el Grande,Mujer,10036.0,36.0,5.0,4773.0,2734.0
Zapotlán el Grande,Hombre,11257.0,41.0,5.0,4948.0,2903.0
Cocula,Mujer,3302.0,38.0,5.0,3794.0,1624.0
Cocula,Hombre,5154.0,41.0,4.0,4775.0,1771.0
Cuquío,Mujer,3380.0,32.0,5.0,1525.0,1432.0
Cuquío,Hombre,3521.0,43.0,5.0,3267.0,1548.0
Chiquilistlán,Mujer,1572.0,30.0,5.0,1777.0,654.0
Chiquilistlán,Hombre,1221.0,43.0,5.0,4403.0,512.0
Encarnación de Díaz,Mujer,9341.0,35.0,5.0,3289.0,2848.0
Encarnación de Díaz,Hombre,12277.0,42.0,5.0,4692.0,3359.0
Etzatlán,Mujer,5539.0,31.0,4.0,3655.0,2068.0
Etzatlán,Hombre,5623.0,37.0,5.0,4769.0,2114.0
Guachinango,Mujer,969.0,26.0,4.0,2924.0,684.0
Guachinango,Hombre,1915.0,42.0,5.0,4072.0,1010.0
Guadalajara,Mujer,54799.0,36.0,4.0,4213.0,3914.0
Guadalajara,Hombre,69570.0,39.0,5.0,4978.0,4335.0
Ixtlahuacán del Río,Mujer,3653.0,29.0,4.0,3613.0,1467.0
Ixtlahuacán del Río,Hombre,4007.0,39.0,5.0,4750.0,1475.0
Lagos de Moreno,Mujer,5450.0,34.0,5.0,4552.0,2079.0
Lagos de Moreno,Hombre,7469.0,42.0,5.0,5423.0,2330.0
Mascota,Mujer,2593.0,32.0,5.0,3744.0,1032.0
Mascota,Hombre,2190.0,40.0,5.0,6508.0,921.0
Ocotlán,Mujer,5088.0,36.0,5.0,4167.0,1953.0
Ocotlán,Hombre,8657.0,45.0,5.0,5790.0,2607.0
Ojuelos de Jalisco,Mujer,5521.0,37.0,5.0,3690.0,2296.0
Ojuelos de Jalisco,Hombre,7347.0,42.0,5.0,4333.0,2727.0
Poncitlán,Mujer,6231.0,35.0,5.0,3755.0,2080.0
Poncitlán,Hombre,6876.0,39.0,5.0,4735.0,2052.0
Puerto Vallarta,Mujer,8713.0,38.0,5.0,5479.0,2720.0
Puerto Vallarta,Hombre,10867.0,41.0,5.0,6526.0,3171.0
Quitupan,Mujer,2633.0,26.0,5.0,1488.0,1127.0
Quitupan,Hombre,1721.0,34.0,5.0,2528.0,924.0
San Juan de los Lagos,Mujer,8781.0,36.0,5.0,3713.0,2831.0
San Juan de los Lagos,Hombre,11216.0,44.0,5.0,5652.0,3499.0
San Miguel el Alto,Mujer,8854.0,35.0,5.0,3991.0,2442.0
San Miguel el Alto,Hombre,9763.0,40.0,5.0,4374.0,2714.0
Tala,Mujer,8157.0,33.0,5.0,3954.0,2351.0
Tala,Hombre,7811.0,41.0,5.0,5458.0,2261.0
Tecolotlán,Mujer,2341.0,31.0,5.0,2941.0,899.0
Tecolotlán,Hombre,1505.0,40.0,5.0,2948.0,712.0
Tenamaxtlán,Mujer,6222.0,26.0,4.0,2163.0,2606.0
Tenamaxtlán,Hombre,8265.0,39.0,5.0,3871.0,3200.0
Teocaltiche,Mujer,4495.0,31.0,4.0,3093.0,1734.0
Teocaltiche,Hombre,5189.0,44.0,5.0,3443.0,1931.0
Tepatitlán de Morelos,Mujer,11265.0,36.0,5.0,4850.0,2886.0
Tepatitlán de Morelos,Hombre,12757.0,42.0,5.0,5861.0,2955.0
Tlajomulco de Zúñiga,Mujer,12864.0,36.0,4.0,4671.0,2519.0
Tlajomulco de Zúñiga,Hombre,19863.0,42.0,5.0,6398.0,3309.0
San Pedro Tlaquepaque,Mujer,23831.0,37.0,5.0,4482.0,2582.0
San Pedro Tlaquepaque,Hombre,34409.0,40.0,5.0,5396.0,3019.0
Tomatlán,Mujer,5755.0,29.0,4.0,3462.0,2061.0
Tomatlán,Hombre,6017.0,39.0,5.0,5045.0,2002.0
Tuxpan,Mujer,4201.0,33.0,5.0,4077.0,1569.0
Tuxpan,Hombre,5197.0,40.0,5.0,5417.0,2019.0
Villa Hidalgo,Mujer,2050.0,32.0,4.0,3075.0,763.0
Villa Hidalgo,Hombre,2367.0,40.0,5.0,5719.0,821.0
Yahualica de González Gallo,Mujer,5794.0,36.0,5.0,3121.0,2354.0
Yahualica de González Gallo,Hombre,7569.0,45.0,5.0,4732.0,2555.0
Zapopan,Mujer,42869.0,36.0,4.0,4388.0,4012.0
Zapopan,Hombre,62219.0,39.0,5.0,5415.0,4691.0
Zapotitlán de Vadillo,Mujer,2301.0,20.0,6.0,461.0,1026.0
Zapotitlán de Vadillo,Hombre,948.0,32.0,4.0,3101.0,650.0
Zapotlán del Rey,Mujer,1952.0,47.0,5.0,2363.0,1035.0
Zapotlán del Rey,Hombre,3567.0,47.0,6.0,5009.0,1401.0
Almoloya de Alquisiras,Mujer,776.0,30.0,4.0,3388.0,348.0
Almoloya de Alquisiras,Hombre,1060.0,41.0,5.0,3244.0,512.0
Almoloya de Juárez,Mujer,2579.0,39.0,5.0,2341.0,1083.0
Almoloya de Juárez,Hombre,7707.0,45.0,5.0,2962.0,1821.0
Amatepec,Mujer,2510.0,32.0,4.0,2468.0,1131.0
Amatepec,Hombre,2568.0,43.0,5.0,3477.0,1101.0
Amecameca,Mujer,7803.0,38.0,4.0,2640.0,2665.0
Amecameca,Hombre,9896.0,49.0,5.0,2699.0,3113.0
Atenco,Mujer,6707.0,37.0,4.0,2455.0,3742.0
Atenco,Hombre,7014.0,47.0,5.0,3999.0,3650.0
Atlacomulco,Mujer,4759.0,37.0,5.0,3049.0,1931.0
Atlacomulco,Hombre,6357.0,46.0,5.0,3679.0,2187.0
Coacalco de Berriozábal,Mujer,16608.0,37.0,4.0,2767.0,5554.0
Coacalco de Berriozábal,Hombre,21157.0,44.0,5.0,3888.0,5853.0
Chalco,Mujer,14692.0,38.0,5.0,3006.0,4292.0
Chalco,Hombre,22340.0,44.0,5.0,3451.0,5213.0
Chimalhuacán,Mujer,26637.0,38.0,4.0,2938.0,5758.0
Chimalhuacán,Hombre,41807.0,43.0,5.0,3282.0,7003.0
Donato Guerra,Mujer,3087.0,32.0,5.0,2114.0,1579.0
Donato Guerra,Hombre,8425.0,45.0,5.0,3285.0,2281.0
Ecatepec de Morelos,Mujer,58707.0,40.0,4.0,2232.0,8779.0
Ecatepec de Morelos,Hombre,87737.0,44.0,5.0,3832.0,10627.0
Huixquilucan,Mujer,11357.0,38.0,4.0,3286.0,5093.0
Huixquilucan,Hombre,18854.0,45.0,5.0,3711.0,6308.0
Ixtapaluca,Mujer,20103.0,40.0,5.0,3323.0,5374.0
Ixtapaluca,Hombre,28163.0,46.0,5.0,4296.0,6370.0
Ixtlahuaca,Mujer,6548.0,36.0,5.0,1849.0,2107.0
Ixtlahuaca,Hombre,11322.0,43.0,4.0,2338.0,2689.0
Jilotepec,Mujer,6518.0,36.0,5.0,2460.0,2307.0
Jilotepec,Hombre,8542.0,46.0,5.0,2910.0,2677.0
Jilotzingo,Mujer,4158.0,40.0,5.0,2250.0,1875.0
Jilotzingo,Hombre,5860.0,46.0,5.0,2963.0,2200.0
Juchitepec,Mujer,4016.0,37.0,5.0,2588.0,1771.0
Juchitepec,Hombre,3754.0,45.0,5.0,4161.0,1741.0
Metepec,Mujer,7681.0,40.0,5.0,2199.0,1157.0
Metepec,Hombre,10674.0,43.0,5.0,2745.0,1402.0
Naucalpan de Juárez,Mujer,34234.0,39.0,4.0,3205.0,7639.0
Naucalpan de Juárez,Hombre,49515.0,43.0,5.0,3664.0,8581.0
Nopaltepec,Mujer,4546.0,39.0,5.0,2623.0,2027.0
Nopaltepec,Hombre,5357.0,47.0,5.0,2668.0,2150.0
Ocoyoacac,Mujer,6179.0,39.0,5.0,2481.0,2345.0
Ocoyoacac,Hombre,6500.0,42.0,4.0,3728.0,2340.0
Polotitlán,Mujer,663.0,37.0,5.0,3022.0,222.0
Polotitlán,Hombre,493.0,44.0,5.0,4102.0,184.0
Sultepec,Mujer,1569.0,38.0,5.0,1798.0,748.0
Sultepec,Hombre,4224.0,35.0,5.0,1710.0,1073.0
Temascalapa,Mujer,6026.0,37.0,4.0,2456.0,2331.0
Temascalapa,Hombre,8629.0,46.0,5.0,3419.0,2752.0
Teotihuacán,Mujer,5597.0,38.0,5.0,2129.0,3299.0
Teotihuacán,Hombre,6559.0,42.0,4.0,2875.0,3469.0
Tepetlixpa,Mujer,4405.0,37.0,4.0,2016.0,1731.0
Tepetlixpa,Hombre,3683.0,45.0,5.0,3137.0,1583.0
Tequixquiac,Mujer,5650.0,35.0,5.0,2026.0,2617.0
Tequixquiac,Hombre,11874.0,46.0,5.0,3904.0,3721.0
Timilpan,Mujer,4163.0,35.0,4.0,2866.0,1798.0
Timilpan,Hombre,5199.0,46.0,5.0,3317.0,1991.0
Tlalmanalco,Mujer,7069.0,39.0,4.0,2781.0,2351.0
Tlalmanalco,Hombre,8904.0,46.0,5.0,3316.0,2734.0
Toluca,Mujer,25821.0,39.0,5.0,2377.0,2083.0
Toluca,Hombre,41387.0,43.0,5.0,2697.0,2679.0
Tonatico,Mujer,3762.0,32.0,5.0,2610.0,1789.0
Tonatico,Hombre,4229.0,46.0,5.0,2823.0,1923.0
Villa del Carbón,Mujer,5038.0,35.0,4.0,2911.0,1889.0
Villa del Carbón,Hombre,6793.0,44.0,5.0,2730.0,2219.0
Villa Victoria,Mujer,6655.0,36.0,5.0,2085.0,2147.0
Villa Victoria,Hombre,17803.0,43.0,5.0,3345.0,3075.0
Zinacantepec,Mujer,5762.0,39.0,5.0,2192.0,1268.0
Zinacantepec,Hombre,9609.0,44.0,5.0,2504.0,1598.0
Zumpahuacán,Mujer,8200.0,37.0,5.0,2321.0,3065.0
Zumpahuacán,Hombre,4485.0,44.0,5.0,2566.0,2377.0
Cuautitlán Izcalli,Mujer,20821.0,42.0,5.0,3943.0,5760.0
Cuautitlán Izcalli,Hombre,28923.0,44.0,5.0,4317.0,6646.0
Luvianos,Mujer,3734.0,30.0,4.0,2048.0,1900.0
Luvianos,Hombre,4248.0,33.0,4.0,2599.0,1972.0
Angamacutiro,Mujer,3769.0,37.0,5.0,3287.0,1459.0
Angamacutiro,Hombre,3103.0,42.0,5.0,5000.0,1393.0
Angangueo,Mujer,2202.0,31.0,5.0,2500.0,935.0
Angangueo,Hombre,1630.0,41.0,5.0,3477.0,839.0
Apatzingán,Mujer,7309.0,38.0,5.0,4460.0,2608.0
Apatzingán,Hombre,8857.0,39.0,5.0,6632.0,2956.0
Briseñas,Mujer,2804.0,36.0,5.0,3306.0,1340.0
Briseñas,Hombre,3585.0,46.0,5.0,5396.0,1537.0
Buenavista,Mujer,5994.0,40.0,5.0,4660.0,2193.0
Buenavista,Hombre,6315.0,40.0,5.0,5423.0,2393.0
Coeneo,Mujer,3894.0,32.0,5.0,2312.0,1328.0
Coeneo,Hombre,2478.0,30.0,5.0,3844.0,1117.0
Chavinda,Mujer,2809.0,30.0,4.0,3173.0,1681.0
Chavinda,Hombre,5239.0,36.0,5.0,3824.0,2218.0
Gabriel Zamora,Mujer,3582.0,33.0,4.0,4018.0,1264.0
Gabriel Zamora,Hombre,3662.0,37.0,5.0,4667.0,1378.0
La Huacana,Mujer,2372.0,30.0,5.0,4347.0,1107.0
La Huacana,Hombre,3449.0,38.0,5.0,4993.0,1334.0
Huetamo,Mujer,4741.0,35.0,5.0,4624.0,1753.0
Huetamo,Hombre,5674.0,39.0,5.0,5983.0,1994.0
Indaparapeo,Mujer,3123.0,43.0,5.0,2018.0,1163.0
Indaparapeo,Hombre,5308.0,43.0,5.0,3279.0,1542.0
Irimbo,Mujer,4716.0,31.0,5.0,2625.0,1677.0
Irimbo,Hombre,6765.0,42.0,5.0,3832.0,1929.0
Jacona,Mujer,8172.0,36.0,4.0,4094.0,3630.0
Jacona,Hombre,8077.0,44.0,5.0,6235.0,3538.0
Maravatío,Mujer,4628.0,32.0,5.0,3354.0,1611.0
Maravatío,Hombre,5622.0,40.0,5.0,5493.0,1822.0
Morelia,Mujer,22330.0,36.0,5.0,5907.0,1524.0
Morelia,Hombre,28761.0,41.0,5.0,7483.0,1777.0
Múgica,Mujer,4916.0,31.0,5.0,3551.0,1529.0
Múgica,Hombre,3541.0,41.0,5.0,5469.0,1374.0
Panindícuaro,Mujer,2720.0,39.0,5.0,2949.0,1175.0
Panindícuaro,Hombre,3092.0,39.0,5.0,4214.0,1303.0
Parácuaro,Mujer,3484.0,36.0,5.0,4536.0,1657.0
Parácuaro,Hombre,2983.0,43.0,5.0,6188.0,1521.0
Pátzcuaro,Mujer,5136.0,35.0,5.0,5826.0,1639.0
Pátzcuaro,Hombre,6276.0,43.0,5.0,6140.0,1794.0
Penjamillo,Mujer,1474.0,33.0,5.0,2697.0,896.0
Penjamillo,Hombre,2374.0,39.0,5.0,3908.0,1090.0
Puruándiro,Mujer,4267.0,33.0,5.0,4383.0,1533.0
Puruándiro,Hombre,4663.0,39.0,5.0,5678.0,1700.0
Cojumatlán de Régules,Mujer,4300.0,36.0,5.0,2487.0,1782.0
Cojumatlán de Régules,Hombre,5040.0,41.0,5.0,4675.0,1732.0
Senguio,Mujer,1962.0,34.0,5.0,1652.0,959.0
Senguio,Hombre,2131.0,40.0,5.0,4904.0,989.0
Susupuato,Mujer,2184.0,30.0,4.0,2395.0,1062.0
Susupuato,Hombre,2025.0,44.0,5.0,5464.0,1038.0
Tacámbaro,Mujer,4797.0,36.0,5.0,4683.0,1763.0
Tacámbaro,Hombre,3126.0,41.0,5.0,6892.0,1308.0
Tangancícuaro,Mujer,1141.0,36.0,5.0,3520.0,517.0
Tangancícuaro,Hombre,1101.0,39.0,5.0,6566.0,506.0
Tepalcatepec,Mujer,5710.0,33.0,5.0,4847.0,2076.0
Tepalcatepec,Hombre,6794.0,43.0,5.0,5265.0,2291.0
Tingüindín,Mujer,2922.0,35.0,5.0,4968.0,1272.0
Tingüindín,Hombre,2406.0,35.0,4.0,4712.0,1103.0
Tuzantla,Mujer,2345.0,31.0,5.0,2833.0,1164.0
Tuzantla,Hombre,2370.0,42.0,5.0,4908.0,1221.0
Tzintzuntzan,Mujer,10229.0,33.0,5.0,3306.0,2270.0
Tzintzuntzan,Hombre,7507.0,36.0,5.0,4332.0,2065.0
Uruapan,Mujer,12314.0,35.0,5.0,5062.0,3051.0
Uruapan,Hombre,14767.0,41.0,5.0,6896.0,3342.0
Vista Hermosa,Mujer,4120.0,36.0,5.0,5064.0,2107.0
Vista Hermosa,Hombre,7853.0,48.0,5.0,5551.0,2851.0
Ziracuaretiro,Mujer,3443.0,34.0,5.0,3977.0,1389.0
Ziracuaretiro,Hombre,2683.0,40.0,5.0,5597.0,1219.0
Amacuzac,Mujer,1557.0,36.0,5.0,1616.0,557.0
Amacuzac,Hombre,1723.0,45.0,5.0,2676.0,595.0
Axochiapan,Mujer,1765.0,36.0,5.0,1994.0,616.0
Axochiapan,Hombre,1914.0,44.0,5.0,3052.0,625.0
Ayala,Mujer,2852.0,38.0,5.0,2111.0,864.0
Ayala,Hombre,3460.0,43.0,5.0,2956.0,1024.0
Coatlán del Río,Mujer,981.0,35.0,4.0,1925.0,439.0
Coatlán del Río,Hombre,1017.0,41.0,5.0,2171.0,459.0
Cuautla,Mujer,7491.0,38.0,5.0,1954.0,1271.0
Cuautla,Hombre,8707.0,43.0,5.0,2920.0,1416.0
Cuernavaca,Mujer,11263.0,38.0,5.0,2221.0,1092.0
Cuernavaca,Hombre,14566.0,42.0,5.0,3063.0,1260.0
Emiliano Zapata,Mujer,3207.0,37.0,5.0,2818.0,1021.0
Emiliano Zapata,Hombre,4721.0,44.0,5.0,3949.0,1233.0
Jantetelco,Mujer,1138.0,33.0,4.0,1953.0,447.0
Jantetelco,Hombre,1147.0,42.0,5.0,2330.0,450.0
Jiutepec,Mujer,7335.0,39.0,5.0,2190.0,816.0
Jiutepec,Hombre,9447.0,43.0,5.0,2464.0,916.0
Jojutla,Mujer,2077.0,38.0,5.0,2164.0,636.0
Jojutla,Hombre,2824.0,43.0,5.0,2771.0,760.0
Miacatlán,Mujer,1409.0,39.0,5.0,2358.0,492.0
Miacatlán,Hombre,1436.0,42.0,5.0,2433.0,535.0
Ocuituco,Mujer,761.0,32.0,4.0,1459.0,354.0
Ocuituco,Hombre,586.0,48.0,5.0,3169.0,323.0
Puente de Ixtla,Mujer,2649.0,38.0,5.0,2306.0,682.0
Puente de Ixtla,Hombre,3667.0,43.0,5.0,2658.0,826.0
Temixco,Mujer,2889.0,39.0,5.0,1889.0,505.0
Temixco,Hombre,4538.0,43.0,5.0,2494.0,625.0
Tepalcingo,Mujer,1361.0,32.0,4.0,1919.0,516.0
Tepalcingo,Hombre,1363.0,41.0,5.0,2768.0,526.0
Tlaltizapán de Zapata,Mujer,1540.0,39.0,5.0,2119.0,578.0
Tlaltizapán de Zapata,Hombre,2683.0,46.0,5.0,2848.0,755.0
Tlaquiltenango,Mujer,1635.0,37.0,5.0,1952.0,567.0
Tlaquiltenango,Hombre,1969.0,44.0,5.0,2557.0,618.0
Xochitepec,Mujer,1921.0,38.0,5.0,1980.0,478.0
Xochitepec,Hombre,2929.0,44.0,5.0,2614.0,595.0
Yautepec,Mujer,3769.0,39.0,5.0,2003.0,761.0
Yautepec,Hombre,5597.0,44.0,5.0,3025.0,956.0
Yecapixtla,Mujer,2645.0,41.0,5.0,1993.0,963.0
Yecapixtla,Hombre,3409.0,45.0,5.0,2945.0,1127.0
Zacatepec,Mujer,2479.0,38.0,5.0,1903.0,697.0
Zacatepec,Hombre,3124.0,42.0,5.0,2406.0,782.0
Zacualpan de Amilpas,Mujer,1308.0,35.0,4.0,2162.0,514.0
Zacualpan de Amilpas,Hombre,1166.0,38.0,4.0,2802.0,487.0
Acaponeta,Mujer,2410.0,32.0,5.0,4330.0,652.0
Acaponeta,Hombre,2447.0,41.0,5.0,5329.0,618.0
Ahuacatlán,Mujer,1090.0,31.0,4.0,4232.0,470.0
Ahuacatlán,Hombre,857.0,40.0,5.0,5571.0,398.0
Amatlán de Cañas,Mujer,731.0,31.0,5.0,4716.0,273.0
Amatlán de Cañas,Hombre,947.0,39.0,5.0,6004.0,336.0
Compostela,Mujer,3451.0,33.0,4.0,4611.0,635.0
Compostela,Hombre,3931.0,39.0,5.0,6255.0,795.0
Huajicori,Mujer,1041.0,31.0,5.0,3392.0,388.0
Huajicori,Hombre,704.0,42.0,5.0,4213.0,307.0
Ixtlán del Río,Mujer,1603.0,34.0,4.0,5159.0,469.0
Ixtlán del Río,Hombre,1576.0,40.0,5.0,6186.0,479.0
Jala,Mujer,1044.0,29.0,5.0,2946.0,371.0
Jala,Hombre,1011.0,37.0,5.0,4734.0,359.0
Xalisco,Mujer,2073.0,34.0,4.0,5055.0,424.0
Xalisco,Hombre,2093.0,40.0,5.0,6959.0,428.0
Del Nayar,Mujer,2339.0,30.0,5.0,2466.0,615.0
Del Nayar,Hombre,1388.0,33.0,5.0,3776.0,503.0
Rosamorada,Mujer,1754.0,30.0,5.0,3970.0,513.0
Rosamorada,Hombre,1986.0,34.0,4.0,4640.0,556.0
Ruíz,Mujer,1480.0,29.0,4.0,3389.0,497.0
Ruíz,Hombre,1511.0,38.0,5.0,5187.0,509.0
San Blas,Mujer,1623.0,32.0,4.0,3872.0,555.0
San Blas,Hombre,1780.0,39.0,5.0,6239.0,619.0
Santa María del Oro,Mujer,1435.0,31.0,5.0,3318.0,429.0
Santa María del Oro,Hombre,1446.0,38.0,5.0,5836.0,529.0
Santiago Ixcuintla,Mujer,3376.0,32.0,4.0,4160.0,661.0
Santiago Ixcuintla,Hombre,3841.0,39.0,5.0,6056.0,740.0
Tecuala,Mujer,2350.0,31.0,5.0,4163.0,530.0
Tecuala,Hombre,3063.0,37.0,4.0,5683.0,609.0
Tepic,Mujer,13327.0,37.0,4.0,5619.0,785.0
Tepic,Hombre,16226.0,41.0,4.0,7084.0,988.0
Bahía de Banderas,Mujer,3422.0,37.0,5.0,6281.0,797.0
Bahía de Banderas,Hombre,4436.0,43.0,5.0,8459.0,994.0
Los Aldamas,Mujer,787.0,30.0,4.0,3502.0,395.0
Los Aldamas,Hombre,1149.0,35.0,4.0,5151.0,498.0
Anáhuac,Mujer,1733.0,34.0,4.0,3208.0,684.0
Anáhuac,Hombre,2206.0,42.0,5.0,4496.0,784.0
Apodaca,Mujer,19198.0,37.0,4.0,4672.0,2333.0
Apodaca,Hombre,29264.0,43.0,5.0,6418.0,2640.0
Aramberri,Mujer,463.0,22.0,4.0,2078.0,299.0
Aramberri,Hombre,800.0,39.0,5.0,3652.0,388.0
Bustamante,Mujer,1450.0,29.0,4.0,3401.0,676.0
Bustamante,Hombre,2279.0,39.0,5.0,3861.0,893.0
El Carmen,Mujer,947.0,39.0,5.0,4708.0,432.0
El Carmen,Hombre,2143.0,44.0,5.0,5759.0,604.0
Cerralvo,Mujer,826.0,27.0,4.0,3025.0,377.0
Cerralvo,Hombre,964.0,41.0,4.0,4828.0,411.0
Doctor Arroyo,Mujer,3094.0,32.0,4.0,3664.0,910.0
Doctor Arroyo,Hombre,4009.0,39.0,4.0,4455.0,1159.0
Galeana,Mujer,1875.0,30.0,4.0,3506.0,673.0
