Record Type,CDS Code,County,District,School,Entity Type,Low Grade,High Grade,Public Yes/No,Latitude,Longitude
School,07618046154298,Contra Costa,San Ramon Valley Unified,Alkavain Academy,K-12 Schools (Private),3,12,N,37.778078,-121.980058
School,07618046153118,Contra Costa,San Ramon Valley Unified,Blue Dot Academy,K-12 Schools (Private),1,12,N,37.749634,-121.961924
School,07618046967632,Contra Costa,San Ramon Valley Unified,Dorris-Eaton School The,Elementary School (Private),K,8,N,37.772745,-121.972103
School,07618046131270,Contra Costa,San Ramon Valley Unified,Montessori School of San Ramon,Elementary School (Private),K,6,N,37.801919,-121.988010
School,07618046906689,Contra Costa,San Ramon Valley Unified,San Ramon Valley Christian Academy,Elementary School (Private),K,8,N,37.824666,-121.998215
School,07618046972459,Contra Costa,San Ramon Valley Unified,St. Isidore School,Elementary School (Private),K,8,N,37.826398,-122.002971
School,07618046933329,Contra Costa,San Ramon Valley Unified,The Athenian School,K-12 Schools (Private),6,12,N,37.834632,-121.947997
School,07618126156822,Contra Costa,Walnut Creek Elementary,core education academy,Elementary School (Private),3,8,N,37.943199,-122.032891
School,07618126967616,Contra Costa,Walnut Creek Elementary,Seven Hills The,Elementary School (Private),K,8,N,37.922125,-122.048890
School,07618126967707,Contra Costa,Walnut Creek Elementary,St. Mary of the Immaculate Conception,Elementary School (Private),K,8,N,37.895550,-122.068329
School,07618126972517,Contra Costa,Walnut Creek Elementary,Walnut Creek Christian Academy,Elementary School (Private),K,8,N,37.910683,-122.070359
School,07617967100456,Contra Costa,West Contra Costa Unified,A Better Chance / California Autism Foundation,K-12 Schools (Private),K,12,N,37.988489,-122.330879
School,07617967077894,Contra Costa,West Contra Costa Unified,Arlington Christian School,K-12 Schools (Private),K,12,N,37.940968,-122.312372
School,07617966967608,Contra Costa,West Contra Costa Unified,Bethel Christian Academy,K-12 Schools (Private),K,12,N,37.977326,-122.298606
School,07617966144810,Contra Costa,West Contra Costa Unified,Big Minds,K-12 Schools (Private),K,8,N,38.003828,-122.294403
School,07617966972319,Contra Costa,West Contra Costa Unified,Crestmont School,Elementary School (Private),K,8,N,37.944546,-122.316172
School,07617966972335,Contra Costa,West Contra Costa Unified,El Sobrante Christian School,K-12 Schools (Private),K,8,N,37.980606,-122.295841
School,07617966155634,Contra Costa,West Contra Costa Unified,Golestan School,Elementary School (Private),K,3,N,37.903463,-122.289402
School,07617966142277,Contra Costa,West Contra Costa Unified,Growing Light Montessori School of Kensington,Kindergartens (Private),K,K,N,37.913613,-122.281632
School,07617967012172,Contra Costa,West Contra Costa Unified,La Cheim School El Sobrante,K-12 Schools (Private),6,12,N,37.962734,-122.292763
School,07617967103161,Contra Costa,West Contra Costa Unified,Montessori Family School,Elementary School (Private),K,8,N,37.932070,-122.310787
School,07617966958987,Contra Costa,West Contra Costa Unified,Prospect Sierra School,Elementary School (Private),K,8,N,37.915341,-122.299079
School,07617966933493,Contra Costa,West Contra Costa Unified,Salesian High School d/b/a Salesian College Preparatory,High Schools (Private),9,12,N,37.952879,-122.340972
School,07617960128843,Contra Costa,West Contra Costa Unified,Seneca Family of Agencies Catalyst Academy,K-12 Schools (Private),2,12,N,37.983696,-122.304328
School,07617967079379,Contra Costa,West Contra Costa Unified,Spectrum Center Tara Hills Campus,Ungraded Schools (Private),K,12,N,37.998237,-122.323064
School,07617966972442,Contra Costa,West Contra Costa Unified,St. David School,Elementary School (Private),K,8,N,37.947030,-122.321531
School,07617966967699,Contra Costa,West Contra Costa Unified,St. John the Baptist,Elementary School (Private),K,8,N,37.919659,-122.313738
School,07617966972475,Contra Costa,West Contra Costa Unified,St. Joseph Elementary,Elementary School (Private),K,8,N,38.003151,-122.291574
School,07617966972483,Contra Costa,West Contra Costa Unified,St. Paul School,Elementary School (Private),K,8,N,37.956724,-122.342503
School,07617966164149,Contra Costa,West Contra Costa Unified,Viridis Academy,K-12 Schools (Private),1,12,N,37.925699,-122.314450
School,07617966918619,Contra Costa,West Contra Costa Unified,Wildcat Canyon Community School,K-12 Schools (Private),K,5,N,37.962442,-122.302539
School,08618206972285,Del Norte,Del Norte County Unified,Crescent City SDA School,Elementary School (Private),1,8,N,41.777278,-124.199593
School,08618206163331,Del Norte,Del Norte County Unified,The Carey Homestead,K-12 Schools (Private),3,11,N,41.866840,-124.073905
School,09737836163984,El Dorado,Black Oak Mine Unified,RBR Academy,K-12 Schools (Private),K,12,N,38.788130,-120.837310
School,09618387083868,El Dorado,Buckeye Union Elementary,G.H.S. Academy,Elementary School (Private),K,8,N,38.634709,-121.069457
School,09618386204622,El Dorado,Buckeye Union Elementary,Holy Trinity School,Elementary School (Private),K,8,N,38.657954,-121.020552
School,09618386135776,El Dorado,Buckeye Union Elementary,Marble Valley Academy,Elementary School (Private),K,9,N,38.624152,-121.061342
School,09618386157952,El Dorado,Buckeye Union Elementary,Point Quest Education - El Dorado Hills,K-12 Schools (Private),K,12,N,38.637065,-121.070898
School,09618386904163,El Dorado,Buckeye Union Elementary,Providence Christian School,Elementary School (Private),K,12,N,38.665010,-120.933403
School,09618536150619,El Dorado,El Dorado Union High,Blaise Pascal School,Elementary School (Private),1,12,N,38.679970,-120.836989
School,09618536164297,El Dorado,El Dorado Union High,Cowles Christian Academy,K-12 Schools (Private),K,12,N,38.661144,-120.867344
School,09618536160162,El Dorado,El Dorado Union High,District Christian Academy,K-12 Schools (Private),K,12,N,38.653864,-121.060160
School,09618530131300,El Dorado,El Dorado Union High,Opportunity Acres dba Independent Trails,High Schools (Private),6,12,N,38.563107,-120.964972
School,09618536139596,El Dorado,El Dorado Union High,Studia Nova,K-12 Schools (Private),K,12,N,38.730090,-120.792870
School,09618537087794,El Dorado,El Dorado Union High,Summitview Academy,K-12 Schools (Private),3,12,N,38.729625,-120.798546
School,09618536156319,El Dorado,El Dorado Union High,Summitview Ranch Academy,K-12 Schools (Private),3,12,N,38.693320,-120.838566
School,09619296163216,El Dorado,Mother Lode Union Elementary,Westside Christian,Kindergartens (Private),K,K,N,38.695400,-120.823199
School,09619526967715,El Dorado,Placerville Union Elementary,El Dorado Adventist,K-12 Schools (Private),K,8,N,38.728686,-120.759423
School,10755986164164,Fresno,Caruthers Unified,Ibex Christian Academy,K-12 Schools (Private),1,12,N,36.536082,-119.833128
School,10739656153423,Fresno,Central Unified,New Horizons Private School,Elementary School (Private),K,6,N,36.785259,-119.855416
School,10621176143978,Fresno,Clovis Unified,Brighten Academy Preschool,Kindergartens (Private),K,K,N,36.795510,-119.681351
School,10621176135818,Fresno,Clovis Unified,Charlie Keyan Armenian School,Elementary School (Private),K,6,N,36.832275,-119.714187
School,10621176148878,Fresno,Clovis Unified,Clovis Christian School,Kindergartens (Private),K,12,N,36.795749,-119.654338
School,10621176900906,Fresno,Clovis Unified,Fresno Christian Schools,K-12 Schools (Private),K,12,N,36.841642,-119.756588
School,10621176157200,Fresno,Clovis Unified,Glen Haven Christian Academy,K-12 Schools (Private),K,12,N,36.891019,-119.674174
School,10621176162093,Fresno,Clovis Unified,Graham Yalle Visual and Performing Arts Academy,Elementary School (Private),K,6,N,Information Redacted,Information Redacted
School,10621176152318,Fresno,Clovis Unified,Lighthouse Christian School,K-12 Schools (Private),K,12,N,36.886694,-119.743939
School,10621177104367,Fresno,Clovis Unified,Logos Christian Conservatory,K-12 Schools (Private),K,12,N,36.834520,-119.639632
School,10621176974018,Fresno,Clovis Unified,Our Lady of Perpetual Help,Elementary School (Private),K,8,N,36.819801,-119.704491
School,10621176204994,Fresno,Clovis Unified,Sierra View Christian Academy,Elementary School (Private),K,12,N,36.819675,-119.664728
School,10621176202337,Fresno,Clovis Unified,Valley Crescent School,Elementary School (Private),K,8,N,36.852245,-119.723964
School,10621257090285,Fresno,Coalinga-Huron Unified,Faith Christian Academy,K-12 Schools (Private),K,12,N,33.900462,-118.231963
School,10738096148902,Fresno,Firebaugh-Las Deltas Unified,Faith Academy,K-12 Schools (Private),K,12,N,35.063184,-119.402014
School,10621667099294,Fresno,Fresno Unified,California Christian Academy PSP,K-12 Schools (Private),K,12,N,36.723547,-119.685247
School,10621667093214,Fresno,Fresno Unified,Campus Christian Academy,K-12 Schools (Private),K,12,N,36.748863,-119.717098
School,10621666154280,Fresno,Fresno Unified,CHRISTIAN ACADEMY SCHOOL,K-12 Schools (Private),K,12,N,36.836959,-119.744418
School,10621660129700,Fresno,Fresno Unified,Creative Alternatives School,K-12 Schools (Private),K,12,N,36.770087,-119.750561
School,10621666998215,Fresno,Fresno Unified,Fairmont Private School of Fresno,Elementary School (Private),K,K,N,36.806347,-119.816615
School,10621666157960,Fresno,Fresno Unified,Fip Fresno International Prep/WIP,K-12 Schools (Private),7,12,N,36.827988,-119.874176
School,10621666933691,Fresno,Fresno Unified,Fresno Adventist Academy,K-12 Schools (Private),K,12,N,36.759327,-119.711469
School,10621666149280,Fresno,Fresno Unified,Fresno California Academy,High Schools (Private),9,12,N,36.772101,-119.878741
School,10621666163646,Fresno,Fresno Unified,Full Circle Academy - Fresno,K-12 Schools (Private),K,12,N,36.811365,-119.856546
School,10621666158893,Fresno,Fresno Unified,Learn Academy Fresno,K-12 Schools (Private),1,12,N,36.779897,-119.768616
School,10621666159990,Fresno,Fresno Unified,Maverick Prep Private School for Gifted Dyslexic Students,K-12 Schools (Private),1,12,N,36.789127,-119.771715
School,10621666133474,Fresno,Fresno Unified,Remnant Christian School,K-12 Schools (Private),K,12,N,36.761947,-119.736858
School,10621666933790,Fresno,Fresno Unified,San Joaquin Memorial High,High Schools (Private),9,12,N,36.762603,-119.781263
School,10621666161673,Fresno,Fresno Unified,Solid Truth Academy,K-12 Schools (Private),1,12,N,36.724026,-119.719913
School,10621666974059,Fresno,Fresno Unified,St. Anthony,Elementary School (Private),K,8,N,36.820654,-119.799206
School,10621667047335,Fresno,Fresno Unified,St. Elizabeth Ann Seton,K-12 Schools (Private),1,12,N,36.823930,-119.810949
School,10621666974067,Fresno,Fresno Unified,St. Helen,Elementary School (Private),K,8,N,36.750374,-119.732344
School,10621666933816,Fresno,Fresno Unified,Truth Tabernacle Christian School,K-12 Schools (Private),K,12,N,36.798212,-119.773248
School,10739997080799,Fresno,Kerman Unified,Central Valley Christian Molokan School,Elementary School (Private),K,6,N,36.755846,-120.081506
School,10739997086713,Fresno,Kerman Unified,Kerman Christian School,Elementary School (Private),K,8,N,36.734334,-120.067291
School,10739996163034,Fresno,Kerman Unified,Ranch Hand Middle School,Elementary School (Private),7,8,N,36.730063,-119.869287
School,10622656147557,Fresno,Kings Canyon Joint Unified,Chestry Oak Academy,K-12 Schools (Private),1,12,N,36.698583,-119.255114
School,10622656162507,Fresno,Kings Canyon Joint Unified,Discovery,Elementary School (Private),3,8,N,36.546831,-119.461866
School,10622656933717,Fresno,Kings Canyon Joint Unified,Immanuel Schools,K-12 Schools (Private),K,12,N,36.586502,-119.457575
School,10622656204184,Fresno,Kings Canyon Joint Unified,Sequoia Christian School,K-12 Schools (Private),1,10,N,36.730777,-119.258400
School,10622656970743,Fresno,Kings Canyon Joint Unified,St. La Salle,Elementary School (Private),K,8,N,36.605068,-119.445300
School,10623726161277,Fresno,Pine Ridge Elementary,Lerona Education Camp,K-12 Schools (Private),K,12,N,37.129647,-119.428963
School,10623726163968,Fresno,Pine Ridge Elementary,Sloth Academy,K-12 Schools (Private),K,12,N,37.033169,-119.522530
School,10624146164792,Fresno,Sanger Unified,Bethel Christian School,Kindergartens (Private),K,K,N,36.702128,-119.574024
School,10624146152698,Fresno,Sanger Unified,King's Corner,Elementary School (Private),K,8,N,36.764005,-119.556247
School,10752757083587,Fresno,Sierra Unified,Almaden Valley Christian,K-12 Schools (Private),3,12,N,36.973066,-119.353473
School,10752756163422,Fresno,Sierra Unified,Fisher School,K-12 Schools (Private),K,12,N,Information Redacted,Information Redacted
School,10752756156251,Fresno,Sierra Unified,Shenk Family Homeschool,K-12 Schools (Private),1,12,N,37.011370,-119.416617
School,10752757011331,Fresno,Sierra Unified,Western Christian Academy,K-12 Schools (Private),K,12,N,37.037155,-119.504329
School,11101166152326,Glenn,Glenn County Office of Education,Willow Creek Christian School,K-12 Schools (Private),K,10,N,39.533441,-122.287664
School,11754817103625,Glenn,Orland Joint Unified,Providence Christian School (dba),Elementary School (Private),K,12,N,39.747183,-122.172964
School,11626466900922,Glenn,Princeton Joint Unified,River Valley Christian,K-12 Schools (Private),K,10,N,39.534419,-122.008536
School,12626796989925,Humboldt,Arcata Elementary,arcata christian school,Elementary School (Private),K,8,N,40.873985,-124.075056
School,12755157072481,Humboldt,Eureka City Schools,Gospel Outreach School,K-12 Schools (Private),2,11,N,40.794846,-124.172374
School,12755156156087,Humboldt,Eureka City Schools,Redwood Academy for Higher Learning,Elementary School (Private),2,12,N,40.778311,-124.168253
School,12755156926307,Humboldt,Eureka City Schools,Redwood Christian School,Elementary School (Private),K,8,N,40.788888,-124.164448
School,12755156933881,Humboldt,Eureka City Schools,St. Bernard's Academy,K-12 Schools (Private),6,12,N,40.783606,-124.168000
School,12768026976021,Humboldt,Fortuna Elementary,Fortuna Junior Academy,Elementary School (Private),1,8,N,40.575588,-124.143860
School,12768026998231,Humboldt,Fortuna Elementary,New Life Christian,K-12 Schools (Private),K,12,N,40.573548,-124.143710
School,12628936976047,Humboldt,Jacoby Creek Elementary,Humboldt Bay Christian,Elementary School (Private),1,8,N,40.828882,-124.074522
School,12628936921019,Humboldt,Jacoby Creek Elementary,Mistwood Educational Center,Elementary School (Private),K,9,N,40.841956,-124.063607
School,12629276163729,Humboldt,Loleta Union Elementary,BOTT Academy,K-12 Schools (Private),1,12,N,40.694379,-124.197537
School,12629766141568,Humboldt,Pacific Union Elementary,Six Rivers Montessori,Elementary School (Private),1,6,N,40.900865,-124.080104
School,12630326131353,Humboldt,South Bay Union Elementary,Koinonia Academy PSP,K-12 Schools (Private),1,12,N,40.644380,-124.218953
School,13630736970685,Imperial,Brawley Elementary,Sacred Heart School,Elementary School (Private),K,8,N,32.974645,-115.534569
School,13630817061237,Imperial,Brawley Union High,Westmorland Basic Christian,K-12 Schools (Private),K,12,N,33.030339,-115.624141
School,13630996967863,Imperial,Calexico Unified,Calexico Mission School,K-12 Schools (Private),K,12,N,32.665599,-115.490220
