school_name,school_type,position_title,budget_sub_category,total_staff_quantity,total_cost
Benjamin Banneker HS,High School,Teacher - Science (Physics),General Education,1,94626
Benjamin Banneker HS,High School,Teacher - Social Studies,General Education,4,378504
Benjamin Banneker HS,High School,Teacher - Independence & Learning Support Program,Special Education,1,94626
Benjamin Banneker HS,High School,Aide - Independence & Learning Support Program,Special Education,1,30681
Benjamin Banneker HS,High School,Librarian,Related Arts,1,94626
Benjamin Banneker HS,High School,Teacher - Art,Related Arts,1,94626
Benjamin Banneker HS,High School,Teacher - Music,Related Arts,1,94626
Benjamin Banneker HS,High School,Teacher - Health/Physical Education,Related Arts,1,94626
Benjamin Banneker HS,High School,Teacher - World Language,Related Arts,4,378504
Benjamin Banneker HS,High School,Psychologist,Socio-Emotional Support,1,94626
Benjamin Banneker HS,High School,Coordinator - Intl Baccalaureate,Schoolwide Instructional Support,1,90918
Benjamin Banneker HS,High School,Guidance Counselor - High School,Socio-Emotional Support,3,295233
Benjamin Banneker HS,High School,Business Manager,Administrative,1,62752
Benjamin Banneker HS,High School,Clerk,Administrative,2,73038
Benjamin Banneker HS,High School,Administrative Aide,Administrative,1,46722
Benjamin Banneker HS,High School,Coordinator - Computer Lab/Technology,Schoolwide Instructional Support,1,43567
Benjamin Banneker HS,High School,Custodial Foreman,Custodial Staff,2,114888
Benjamin Banneker HS,High School,Custodian (RW-5),Custodial Staff,2,89752
Benjamin Banneker HS,High School,Wages as Earned (WAE) Staff,Wages as Earned (WAE) Staff,─,34952.4
Benjamin Banneker HS,High School,Afterschool,Non-Personnel,─,53695.88
Benjamin Banneker HS,High School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,44500
Benjamin Banneker HS,High School,Admin Premium,Non-Personnel,─,2000
Benjamin Banneker HS,High School,Custodial Overtime,Non-Personnel,─,7000
Benjamin Banneker HS,High School,Itinerant English Language Learner Teacher,Non-Personnel,─,21763.98
Benjamin Banneker HS,High School,Educational Supplies,Non-Personnel,─,19652
Benjamin Banneker HS,High School,Office Supplies,Non-Personnel,─,7000
Benjamin Banneker HS,High School,Ed Tech and System Support (Including Software),Non-Personnel,─,3000
Benjamin Banneker HS,High School,Health Services,Non-Personnel,─,200
Benjamin Banneker HS,High School,Custodial Supplies,Non-Personnel,─,20000
Benjamin Banneker HS,High School,Food and Provisions (Including Catering),Non-Personnel,─,1500
Benjamin Banneker HS,High School,Furniture & Fixtures,Non-Personnel,─,3000
Benjamin Banneker HS,High School,Equipment and Machinery (Including Computers),Non-Personnel,─,1552
Benjamin Banneker HS,High School,Ed Tech and Systems Support (Including Hardware),Non-Personnel,─,1000
Benjamin Banneker HS,High School,Textbooks,Non-Personnel,─,1500
Benjamin Banneker HS,High School,Library Books,Non-Personnel,─,500
Benjamin Banneker HS,High School,Advertising,Non-Personnel,─,2052
Benjamin Banneker HS,High School,Contractual Services,Non-Personnel,─,6000
Brent ES,Elementary School,Principal,School Leadership,1,147768
Brent ES,Elementary School,Teacher - Pre-School/Pre-K (Mixed Age),Early Childhood,4,378504
Brent ES,Elementary School,Aide - Early Childhood,Early Childhood,7,214767
Brent ES,Elementary School,Teacher - Kindergarten,General Education,3,283878
Brent ES,Elementary School,Teacher - 1st Grade,General Education,3,283878
Brent ES,Elementary School,Teacher - 2nd Grade,General Education,3,283878
Brent ES,Elementary School,Teacher - 3rd Grade,General Education,3,283878
Brent ES,Elementary School,Teacher - 4th Grade,General Education,2,189252
Brent ES,Elementary School,Teacher - 5th Grade,General Education,1,94626
Brent ES,Elementary School,Teacher - Reading,General Education,1,94626
Brent ES,Elementary School,Teacher - Science (General),General Education,1,94626
Brent ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,3,283878
Brent ES,Elementary School,Teacher - Art,Related Arts,1,94626
Brent ES,Elementary School,Teacher - Music,Related Arts,1,94626
Brent ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Brent ES,Elementary School,Teacher - World Language,Related Arts,1,94626
Brent ES,Elementary School,Aide - Library/Technology,Related Arts,2,73406
Brent ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,1,94626
Brent ES,Elementary School,Psychologist,Socio-Emotional Support,0.5,47313
Brent ES,Elementary School,Social Worker,Socio-Emotional Support,0.5,47313
Brent ES,Elementary School,Business Manager,Administrative,1,62752
Brent ES,Elementary School,Administrative Aide,Administrative,1,46722
Brent ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Brent ES,Elementary School,Custodian (RW-5),Custodial Staff,2,89752
Brent ES,Elementary School,Custodial Supplies,Non-Personnel,─,0
Brent ES,Elementary School,Educational Supplies,Non-Personnel,─,0
Brent ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,36300
Brent ES,Elementary School,Admin Premium,Non-Personnel,─,10000
Brent ES,Elementary School,Custodial Overtime,Non-Personnel,─,11032
Brent ES,Elementary School,Itinerant English Language Learner Teacher,Non-Personnel,─,25549.02
Brent ES,Elementary School,Office Supplies,Non-Personnel,─,14749
Brent ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,21000
Brent ES,Elementary School,Professional Development,Non-Personnel,─,19000
Brightwood EC,Education Campus,Principal,School Leadership,1,147768
Brightwood EC,Education Campus,Assistant Principal - Literacy (APL),School Leadership,1,118667
Brightwood EC,Education Campus,Dean of Students,School Leadership,1,89373
Brightwood EC,Education Campus,Assistant Principal,School Leadership,1,118667
Brightwood EC,Education Campus,Teacher - Pre-School,Early Childhood,2,189252
Brightwood EC,Education Campus,Teacher - Pre-School/Pre-K (Mixed Age),Early Childhood,1,94626
Brightwood EC,Education Campus,Teacher - Pre-K,Early Childhood,2,189252
Brightwood EC,Education Campus,Aide - Early Childhood,Early Childhood,9,276129
Brightwood EC,Education Campus,Teacher - Kindergarten,General Education,4,378504
Brightwood EC,Education Campus,Teacher - 1st Grade,General Education,4,378504
Brightwood EC,Education Campus,Teacher - 2nd Grade,General Education,4,378504
Brightwood EC,Education Campus,Teacher - 3rd Grade,General Education,3,283878
Brightwood EC,Education Campus,Teacher - 4th Grade,General Education,2,189252
Brightwood EC,Education Campus,Teacher - 5th Grade,General Education,3,283878
Brightwood EC,Education Campus,Teacher - Teacher Leader Innovation,General Education,1,94626
Brightwood EC,Education Campus,Teacher - English,General Education,2,189252
Brightwood EC,Education Campus,Teacher - Math,General Education,2,189252
Brightwood EC,Education Campus,Teacher - Resource,General Education,1,94626
Brightwood EC,Education Campus,Teacher - Science (General),General Education,2,189252
Brightwood EC,Education Campus,Teacher - Social Studies,General Education,2,189252
Brightwood EC,Education Campus,Teacher - Inclusion/Resource Services,Special Education,5,473130
Brightwood EC,Education Campus,Aide - Inclusion/Resource,Special Education,1,30681
Brightwood EC,Education Campus,Teacher - English Language Learner,English Language Learner,14,1324764
Brightwood EC,Education Campus,Aide - English Language Learner,English Language Learner,1,30681
Brightwood EC,Education Campus,Counselor - Bilingual,English Language Learner,3,283878
Brightwood EC,Education Campus,Librarian,Related Arts,1,94626
Brightwood EC,Education Campus,Teacher - Art,Related Arts,1,94626
Brightwood EC,Education Campus,Teacher - Music,Related Arts,1,94626
Brightwood EC,Education Campus,Teacher - Health/Physical Education,Related Arts,2,189252
Brightwood EC,Education Campus,Teacher - World Language,Related Arts,1,94626
Brightwood EC,Education Campus,Instructional Coach,Schoolwide Instructional Support,1,94626
Brightwood EC,Education Campus,Psychologist,Socio-Emotional Support,0.5,47313
Brightwood EC,Education Campus,Social Worker,Socio-Emotional Support,2,189252
Brightwood EC,Education Campus,Clerk,Administrative,1,36519
Brightwood EC,Education Campus,Director - School Operations,Administrative,1,98825
Brightwood EC,Education Campus,Coordinator - School Operations,Administrative,1,69648
Brightwood EC,Education Campus,Assistant - School Operations,Administrative,2,87456
Brightwood EC,Education Campus,Custodial Foreman,Custodial Staff,1,57444
Brightwood EC,Education Campus,Custodian (RW-5),Custodial Staff,4,179504
Brightwood EC,Education Campus,Custodian (RW-3),Custodial Staff,1,35715
Brightwood EC,Education Campus,Admin Premium,Non-Personnel,─,0
Brightwood EC,Education Campus,Custodial Overtime,Non-Personnel,─,0
Brightwood EC,Education Campus,Afterschool,Non-Personnel,─,92253.03
Brightwood EC,Education Campus,Proving What's Possible - Student Satisfaction,Non-Personnel,─,63500
Brightwood EC,Education Campus,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
Brightwood EC,Education Campus,Custodial Overtime,Non-Personnel,─,12839
Brightwood EC,Education Campus,Middle Grades Enrichment & Activities,Non-Personnel,─,5000
Brightwood EC,Education Campus,Educational Supplies,Non-Personnel,─,43981
Brightwood EC,Education Campus,Office Supplies,Non-Personnel,─,8784
Brightwood EC,Education Campus,General Supplies,Non-Personnel,─,10000
Brightwood EC,Education Campus,Equipment and Machinery (Including Computers),Non-Personnel,─,90000
Brightwood EC,Education Campus,Professional Development,Non-Personnel,─,30000
Brightwood EC,Education Campus,Contractual Services,Non-Personnel,─,80000
Brightwood EC,Education Campus,Middle Grades Exposures & Excursions,Non-Personnel,─,28000
Brookland EC @ Bunker Hill,Education Campus,Principal,School Leadership,1,147768
Brookland EC @ Bunker Hill,Education Campus,Dean of Students,School Leadership,1,89373
Brookland EC @ Bunker Hill,Education Campus,Teacher - Pre-School,Early Childhood,1,94626
Brookland EC @ Bunker Hill,Education Campus,Teacher - Pre-K,Early Childhood,1,94626
Brookland EC @ Bunker Hill,Education Campus,Aide - Early Childhood,Early Childhood,3,92043
Brookland EC @ Bunker Hill,Education Campus,Teacher - Kindergarten,General Education,1,94626
Brookland EC @ Bunker Hill,Education Campus,Teacher - 1st Grade,General Education,1,94626
Brookland EC @ Bunker Hill,Education Campus,Teacher - 2nd Grade,General Education,1,94626
Brookland EC @ Bunker Hill,Education Campus,Teacher - 3rd Grade,General Education,1,94626
Brookland EC @ Bunker Hill,Education Campus,Teacher - 4th Grade,General Education,1,94626
Brookland EC @ Bunker Hill,Education Campus,Teacher - 5th Grade,General Education,1,94626
Brookland EC @ Bunker Hill,Education Campus,Teacher - English,General Education,1,94626
Brookland EC @ Bunker Hill,Education Campus,Teacher - Math,General Education,1,94626
Brookland EC @ Bunker Hill,Education Campus,Teacher - Science (General),General Education,1,94626
Brookland EC @ Bunker Hill,Education Campus,Teacher - Social Studies,General Education,1,94626
Brookland EC @ Bunker Hill,Education Campus,Teacher - Inclusion/Resource Services,Special Education,3,283878
Brookland EC @ Bunker Hill,Education Campus,Teacher - English Language Learner,English Language Learner,1,94626
Brookland EC @ Bunker Hill,Education Campus,Librarian,Related Arts,0.5,47313
Brookland EC @ Bunker Hill,Education Campus,Teacher - Art,Related Arts,1,94626
Brookland EC @ Bunker Hill,Education Campus,Teacher - Music,Related Arts,0.5,47313
Brookland EC @ Bunker Hill,Education Campus,Teacher - Health/Physical Education,Related Arts,1,94626
Brookland EC @ Bunker Hill,Education Campus,Teacher - World Language,Related Arts,1,94626
Brookland EC @ Bunker Hill,Education Campus,Aide - Library/Technology,Related Arts,1,36703
Brookland EC @ Bunker Hill,Education Campus,Aide - General Education,Classroom Aides,2,61362
Brookland EC @ Bunker Hill,Education Campus,Instructional Coach,Schoolwide Instructional Support,2,189252
Brookland EC @ Bunker Hill,Education Campus,Guidance Counselor,Socio-Emotional Support,1,94626
Brookland EC @ Bunker Hill,Education Campus,Psychologist,Socio-Emotional Support,0.5,47313
Brookland EC @ Bunker Hill,Education Campus,Social Worker,Socio-Emotional Support,1,94626
Brookland EC @ Bunker Hill,Education Campus,Specialist - Reading,Schoolwide Instructional Support,1,94626
Brookland EC @ Bunker Hill,Education Campus,Administrative Aide,Administrative,1,46722
Brookland EC @ Bunker Hill,Education Campus,Custodial Foreman,Custodial Staff,1,57444
Brookland EC @ Bunker Hill,Education Campus,Custodian (RW-5),Custodial Staff,1,44876
Brookland EC @ Bunker Hill,Education Campus,Custodian (RW-3),Custodial Staff,2,71430
Brookland EC @ Bunker Hill,Education Campus,Educational Supplies,Non-Personnel,─,0
Brookland EC @ Bunker Hill,Education Campus,Afterschool,Non-Personnel,─,36629.61
Brookland EC @ Bunker Hill,Education Campus,Proving What's Possible - Student Satisfaction,Non-Personnel,─,23200
Brookland EC @ Bunker Hill,Education Campus,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
Brookland EC @ Bunker Hill,Education Campus,Admin Premium,Non-Personnel,─,3500
Brookland EC @ Bunker Hill,Education Campus,Custodial Overtime,Non-Personnel,─,5000
Brookland EC @ Bunker Hill,Education Campus,Middle Grades Enrichment & Activities,Non-Personnel,─,5000
Brookland EC @ Bunker Hill,Education Campus,Ed Tech and System Support (Including Software),Non-Personnel,─,10627
Brookland EC @ Bunker Hill,Education Campus,Health Services,Non-Personnel,─,500
Brookland EC @ Bunker Hill,Education Campus,Custodial Supplies,Non-Personnel,─,6000
Brookland EC @ Bunker Hill,Education Campus,Textbooks,Non-Personnel,─,3000
Brookland EC @ Bunker Hill,Education Campus,Professional Development,Non-Personnel,─,4700
Brookland EC @ Bunker Hill,Education Campus,Contractual Services,Non-Personnel,─,7000
Brookland EC @ Bunker Hill,Education Campus,Stipends,Non-Personnel,─,1467
