Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2019-2020,1,61176,6089619,Alameda,Fremont Unified,Warwick Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,955,106,0.111,127,0.133,935,104,0.111,125,0.134,Y
2019-2020,1,61176,6090526,Alameda,Fremont Unified,Joshua Chadbourne Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,692,47,6.79E-02,52,7.51E-02,692,47,6.79E-02,52,7.51E-02,Y
2019-2020,1,61176,6090534,Alameda,Fremont Unified,Mission San Jose Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,519,26,5.01E-02,30,5.78E-02,519,26,5.01E-02,30,5.78E-02,Y
2019-2020,1,61176,6090542,Alameda,Fremont Unified,Oliveira Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,776,116,0.149,158,0.204,751,114,0.152,155,0.206,Y
2019-2020,1,61176,6090559,Alameda,Fremont Unified,Steven Millard Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,528,66,0.125,90,0.17,528,66,0.125,90,0.17,Y
2019-2020,1,61176,6104723,Alameda,Fremont Unified,Ardenwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,944,78,8.26E-02,93,9.85E-02,930,77,8.28E-02,92,9.89E-02,Y
2019-2020,1,61176,6106983,Alameda,Fremont Unified,Fred E. Weibel Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,742,48,6.47E-02,58,7.82E-02,724,46,6.35E-02,56,7.73E-02,Y
2019-2020,1,61176,6111330,Alameda,Fremont Unified,Forest Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,1059,64,6.04E-02,73,6.89E-02,1059,64,6.04E-02,73,6.89E-02,Y
2019-2020,1,61192,0,Alameda,Hayward Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,58,16,0.276,22,0.379,4,0,0,1,0.25,Y
2019-2020,1,61192,1,Alameda,Hayward Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,16,0.372,16,0.372,38,15,0.395,15,0.395,Y
2019-2020,1,61192,108670,Alameda,Hayward Unified,Leadership Public Schools - Hayward,Unified School District,High Schools (Public),Traditional,N/A,Yes,684,Directly funded,Y,9,12,601,241,0.401,351,0.584,595,237,0.398,346,0.582,Y
2019-2020,1,61192,111815,Alameda,Hayward Unified,Stonebrae Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,742,333,0.449,380,0.512,742,333,0.449,380,0.512,Y
2019-2020,1,61192,119248,Alameda,Hayward Unified,Golden Oak Montessori of Hayward,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1067,Directly funded,Y,1,8,274,43,0.157,57,0.208,274,43,0.157,57,0.208,Y
2019-2020,1,61192,127696,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1514,Directly funded,Y,K,8,589,263,0.447,308,0.523,577,257,0.445,299,0.518,Y
2019-2020,1,61192,127944,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,Unified School District,High Schools (Public),Traditional,Not Participating,Yes,1543,Directly funded,Y,9,12,219,105,0.479,125,0.571,213,103,0.484,123,0.577,Y
2019-2020,1,61192,131334,Alameda,Hayward Unified,Highland,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,21,18,0.857,18,0.857,21,18,0.857,18,0.857,Y
2019-2020,1,61192,133009,Alameda,Hayward Unified,Brenkwitz High,Unified School District,Continuation High Schools,Continuation School,Not Participating,No ,N/A,N/A,N,9,12,216,161,0.745,178,0.824,180,134,0.744,148,0.822,Y
2019-2020,1,61192,133629,Alameda,Hayward Unified,Hayward High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1617,930,0.575,1099,0.68,1578,910,0.577,1073,0.68,Y
2019-2020,1,61192,135319,Alameda,Hayward Unified,Mt. Eden High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1999,1107,0.554,1333,0.667,1965,1086,0.553,1311,0.667,Y
2019-2020,1,61192,137646,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,836,Directly funded,Y,6,12,844,378,0.448,504,0.597,835,377,0.451,502,0.601,Y
2019-2020,1,61192,138339,Alameda,Hayward Unified,Tennyson High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1518,1053,0.694,1179,0.777,1445,995,0.689,1115,0.772,Y
2019-2020,1,61192,6000889,Alameda,Hayward Unified,Bowman Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,316,206,0.652,239,0.756,316,206,0.652,239,0.756,Y
2019-2020,1,61192,6000905,Alameda,Hayward Unified,Burbank Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,869,507,0.583,620,0.713,855,503,0.588,615,0.719,Y
2019-2020,1,61192,6000913,Alameda,Hayward Unified,Cherryland Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,791,513,0.649,577,0.729,779,508,0.652,570,0.732,Y
2019-2020,1,61192,6000921,Alameda,Hayward Unified,East Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,561,331,0.59,377,0.672,561,331,0.59,377,0.672,Y
2019-2020,1,61192,6000947,Alameda,Hayward Unified,Eldridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,362,227,0.627,278,0.768,362,227,0.627,278,0.768,Y
2019-2020,1,61192,6000962,Alameda,Hayward Unified,Fairview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,516,299,0.579,361,0.7,500,295,0.59,356,0.712,Y
2019-2020,1,61192,6000988,Alameda,Hayward Unified,Glassbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,502,367,0.731,401,0.799,502,367,0.731,401,0.799,Y
2019-2020,1,61192,6000996,Alameda,Hayward Unified,Harder Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,466,313,0.672,346,0.742,466,313,0.672,346,0.742,Y
2019-2020,1,61192,6001044,Alameda,Hayward Unified,Longwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,615,438,0.712,502,0.816,603,431,0.715,494,0.819,Y
2019-2020,1,61192,6001051,Alameda,Hayward Unified,Lorin A. Eden Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,370,176,0.476,215,0.581,370,176,0.476,215,0.581,Y
2019-2020,1,61192,6001093,Alameda,Hayward Unified,Palma Ceia Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,561,345,0.615,407,0.725,561,345,0.615,407,0.725,Y
2019-2020,1,61192,6001101,Alameda,Hayward Unified,Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,510,364,0.714,410,0.804,500,358,0.716,404,0.808,Y
2019-2020,1,61192,6001127,Alameda,Hayward Unified,Ruus Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,481,293,0.609,350,0.728,464,286,0.616,343,0.739,Y
2019-2020,1,61192,6001135,Alameda,Hayward Unified,Schafer Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,786,496,0.631,553,0.704,768,489,0.637,545,0.71,Y
2019-2020,1,61192,6001176,Alameda,Hayward Unified,Southgate Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,678,326,0.481,413,0.609,663,319,0.481,406,0.612,Y
2019-2020,1,61192,6001192,Alameda,Hayward Unified,Treeview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,443,286,0.646,334,0.754,443,286,0.646,334,0.754,Y
2019-2020,1,61192,6056931,Alameda,Hayward Unified,Bret Harte Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,632,356,0.563,430,0.68,632,356,0.563,430,0.68,Y
2019-2020,1,61192,6056949,Alameda,Hayward Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,537,345,0.642,404,0.752,537,345,0.642,404,0.752,Y
2019-2020,1,61192,6056956,Alameda,Hayward Unified,Anthony W. Ochoa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,538,300,0.558,367,0.682,538,300,0.558,367,0.682,Y
2019-2020,1,61192,6056972,Alameda,Hayward Unified,Winton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,534,366,0.685,424,0.794,534,366,0.685,424,0.794,Y
2019-2020,1,61192,6062160,Alameda,Hayward Unified,Strobridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,465,266,0.572,311,0.669,465,266,0.572,311,0.669,Y
2019-2020,1,61192,6066476,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,747,471,0.631,530,0.71,747,471,0.631,530,0.71,Y
2019-2020,1,61192,6090583,Alameda,Hayward Unified,Eden Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,530,267,0.504,311,0.587,523,266,0.509,310,0.593,Y
2019-2020,1,61192,6104566,Alameda,Hayward Unified,Tyrrell Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,640,465,0.727,508,0.794,640,465,0.727,508,0.794,Y
2019-2020,1,61192,6113815,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,138,94,0.681,111,0.804,138,94,0.681,111,0.804,Y
2019-2020,1,61200,1,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,3,0.167,3,0.167,13,3,0.231,3,0.231,Y
2019-2020,1,61200,130393,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,1,12,107,24,0.224,26,0.243,100,21,0.21,23,0.23,Y
2019-2020,1,61200,132670,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Unified School District,Continuation High Schools,Continuation School,Not Participating,No ,N/A,N/A,N,7,12,135,64,0.474,69,0.511,115,56,0.487,61,0.53,Y
2019-2020,1,61200,133397,Alameda,Livermore Valley Joint Unified,Granada High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,2292,410,0.179,452,0.197,2209,388,0.176,429,0.194,Y
2019-2020,1,61200,134536,Alameda,Livermore Valley Joint Unified,Livermore High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1856,396,0.213,455,0.245,1806,382,0.212,439,0.243,Y
2019-2020,1,61200,135376,Alameda,Livermore Valley Joint Unified,Lawrence Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,368,53,0.144,54,0.147,359,53,0.148,54,0.15,Y
2019-2020,1,61200,6001234,Alameda,Livermore Valley Joint Unified,Junction K-8,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,992,535,0.539,582,0.587,979,530,0.541,576,0.588,Y
2019-2020,1,61200,6001242,Alameda,Livermore Valley Joint Unified,East Avenue Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,648,179,0.276,196,0.302,648,179,0.276,196,0.302,Y
2019-2020,1,61200,6001259,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,712,48,6.74E-02,52,7.30E-02,694,47,6.77E-02,51,7.35E-02,Y
2019-2020,1,61200,6001283,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,549,192,0.35,209,0.381,535,190,0.355,207,0.387,Y
2019-2020,1,61200,6001291,Alameda,Livermore Valley Joint Unified,Joe Michell,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,783,120,0.153,140,0.179,768,115,0.15,135,0.176,Y
2019-2020,1,61200,6001317,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,379,240,0.633,274,0.723,368,234,0.636,267,0.726,Y
2019-2020,1,61200,6001341,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,961,62,6.45E-02,70,7.28E-02,961,62,6.45E-02,70,7.28E-02,Y
2019-2020,1,61200,6071906,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,665,130,0.195,147,0.221,645,125,0.194,142,0.22,Y
2019-2020,1,61200,6085773,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,690,126,0.183,146,0.212,690,126,0.183,146,0.212,Y
2019-2020,1,61200,6089338,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,597,102,0.171,120,0.201,582,98,0.168,115,0.198,Y
2019-2020,1,61200,6097661,Alameda,Livermore Valley Joint Unified,Sunset Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,761,55,7.23E-02,57,7.49E-02,745,54,7.25E-02,56,7.52E-02,Y
2019-2020,1,61200,6110332,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,5,596,141,0.237,157,0.263,582,136,0.234,151,0.259,Y
2019-2020,1,61200,6117543,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,613,73,0.119,79,0.129,598,72,0.12,78,0.13,Y
2019-2020,1,61218,6001358,Alameda,Mountain House Elementary,Mountain House Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,15,12,0.8,12,0.8,15,12,0.8,12,0.8,Y
2019-2020,1,61234,1,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,4,0.444,4,0.444,9,4,0.444,4,0.444,Y
2019-2020,1,61234,130054,Alameda,Newark Unified,Newark Memorial High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1668,613,0.368,726,0.435,1634,596,0.365,706,0.432,Y
2019-2020,1,61234,130484,Alameda,Newark Unified,Crossroads High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,37,26,0.703,27,0.73,34,24,0.706,25,0.735,Y
2019-2020,1,61234,135426,Alameda,Newark Unified,Bridgepoint High (Continuation),Unified School District,Continuation High Schools,Continuation School,Not Participating,No ,N/A,N/A,N,9,12,75,40,0.533,47,0.627,55,32,0.582,36,0.655,Y
2019-2020,1,61234,6001440,Alameda,Newark Unified,August Schilling Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,375,229,0.611,261,0.696,359,223,0.621,252,0.702,Y
2019-2020,1,61234,6001457,Alameda,Newark Unified,E. L. Musick Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,274,133,0.485,153,0.558,262,128,0.489,147,0.561,Y
2019-2020,1,61234,6001473,Alameda,Newark Unified,H. A. Snow Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,307,123,0.401,142,0.463,307,123,0.401,142,0.463,Y
2019-2020,1,61234,6001481,Alameda,Newark Unified,James A. Graham Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,363,183,0.504,213,0.587,363,183,0.504,213,0.587,Y
2019-2020,1,61234,6001499,Alameda,Newark Unified,Birch Grove Primary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,415,98,0.236,119,0.287,387,92,0.238,111,0.287,Y
2019-2020,1,61234,6001507,Alameda,Newark Unified,John F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,402,100,0.249,112,0.279,389,96,0.247,108,0.278,Y
2019-2020,1,61234,6001523,Alameda,Newark Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,388,153,0.394,187,0.482,372,144,0.387,178,0.478,Y
2019-2020,1,61234,6001531,Alameda,Newark Unified,Birch Grove Intermediate,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,3,6,463,146,0.315,163,0.352,463,146,0.315,163,0.352,Y
2019-2020,1,61234,6102917,Alameda,Newark Unified,Newark Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,893,403,0.451,460,0.515,893,403,0.451,460,0.515,Y
2019-2020,1,61242,1,Alameda,New Haven Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,7,0.304,7,0.304,12,5,0.417,5,0.417,Y
2019-2020,1,61242,110460,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,104,51,0.49,61,0.587,83,38,0.458,46,0.554,Y
2019-2020,1,61242,110478,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,9,7,0.778,7,0.778,6,4,0.667,4,0.667,Y
2019-2020,1,61242,126763,Alameda,New Haven Unified,Decoto School for Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,134,59,0.44,67,0.5,125,57,0.456,65,0.52,Y
2019-2020,1,61242,134668,Alameda,New Haven Unified,James Logan High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,3650,1203,0.33,1613,0.442,3561,1164,0.327,1566,0.44,Y
