Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","2016-17 
CALPADS Fall 1 
Certification Status"
2016-2017,1,61176,6090526,Alameda,Fremont Unified,Joshua Chadbourne Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,745,29,3.89E-02,36,4.83E-02,745,29,3.89E-02,36,4.83E-02,Y
2016-2017,1,61176,6090534,Alameda,Fremont Unified,Mission San Jose Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,630,16,2.54E-02,17,2.70E-02,618,16,2.59E-02,17,2.75E-02,Y
2016-2017,1,61176,6090542,Alameda,Fremont Unified,Oliveira Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,908,106,0.117,148,0.163,886,106,0.12,148,0.167,Y
2016-2017,1,61176,6090559,Alameda,Fremont Unified,Steven Millard Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,598,88,0.147,134,0.224,598,88,0.147,134,0.224,Y
2016-2017,1,61176,6104723,Alameda,Fremont Unified,Ardenwood Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,947,47,4.96E-02,55,5.81E-02,933,47,5.04E-02,55,5.89E-02,Y
2016-2017,1,61176,6106983,Alameda,Fremont Unified,Fred E. Weibel Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,836,34,4.07E-02,40,4.78E-02,820,33,4.02E-02,39,4.76E-02,Y
2016-2017,1,61176,6111330,Alameda,Fremont Unified,Forest Park Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,1011,28,2.77E-02,38,3.76E-02,1011,28,2.77E-02,38,3.76E-02,Y
2016-2017,1,61192,1,Alameda,Hayward Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,13,0.173,14,0.187,51,13,0.255,13,0.255,Y
2016-2017,1,61192,108670,Alameda,Hayward Unified,Leadership Public Schools - Hayward,Unified School District,High Schools (Public),Traditional,N/A,Yes,684,Directly funded,Y,9,12,578,221,0.382,346,0.599,564,213,0.378,334,0.592,Y
2016-2017,1,61192,111815,Alameda,Hayward Unified,Stonebrae Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,710,290,0.408,348,0.49,710,290,0.408,348,0.49,Y
2016-2017,1,61192,113902,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Unified School District,High Schools (Public),Traditional,N/A,Yes,836,Directly funded,Y,9,12,587,246,0.419,357,0.608,579,243,0.42,354,0.611,Y
2016-2017,1,61192,119248,Alameda,Hayward Unified,Golden Oak Montessori of Hayward,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1067,Directly funded,Y,1,8,239,55,0.23,92,0.385,239,55,0.23,92,0.385,Y
2016-2017,1,61192,127696,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1514,Directly funded,Y,K,8,559,315,0.564,365,0.653,542,304,0.561,351,0.648,Y
2016-2017,1,61192,127944,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,Unified School District,High Schools (Public),Traditional,N/A,Yes,1543,Directly funded,Y,9,12,188,76,0.404,94,0.5,178,71,0.399,87,0.489,Y
2016-2017,1,61192,131334,Alameda,Hayward Unified,Highland,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,14,10,0.714,10,0.714,14,10,0.714,10,0.714,Y
2016-2017,1,61192,133009,Alameda,Hayward Unified,Brenkwitz High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,200,107,0.535,119,0.595,150,79,0.527,91,0.607,Y
2016-2017,1,61192,133629,Alameda,Hayward Unified,Hayward High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1576,865,0.549,1035,0.657,1532,841,0.549,1007,0.657,Y
2016-2017,1,61192,135319,Alameda,Hayward Unified,Mt. Eden High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2007,1003,0.5,1227,0.611,1950,978,0.502,1198,0.614,Y
2016-2017,1,61192,138339,Alameda,Hayward Unified,Tennyson High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1394,907,0.651,1064,0.763,1315,846,0.643,999,0.76,Y
2016-2017,1,61192,6000889,Alameda,Hayward Unified,Bowman Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,366,223,0.609,264,0.721,366,223,0.609,264,0.721,Y
2016-2017,1,61192,6000905,Alameda,Hayward Unified,Burbank Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,917,516,0.563,648,0.707,908,511,0.563,641,0.706,Y
2016-2017,1,61192,6000913,Alameda,Hayward Unified,Cherryland Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,788,565,0.717,644,0.817,775,557,0.719,634,0.818,Y
2016-2017,1,61192,6000921,Alameda,Hayward Unified,East Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,611,286,0.468,332,0.543,601,283,0.471,328,0.546,Y
2016-2017,1,61192,6000947,Alameda,Hayward Unified,Eldridge Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,476,274,0.576,345,0.725,476,274,0.576,345,0.725,Y
2016-2017,1,61192,6000962,Alameda,Hayward Unified,Fairview Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,579,326,0.563,406,0.701,560,316,0.564,392,0.7,Y
2016-2017,1,61192,6000988,Alameda,Hayward Unified,Glassbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,556,424,0.763,472,0.849,544,414,0.761,461,0.847,Y
2016-2017,1,61192,6000996,Alameda,Hayward Unified,Harder Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,610,421,0.69,485,0.795,610,421,0.69,485,0.795,Y
2016-2017,1,61192,6001044,Alameda,Hayward Unified,Longwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,708,491,0.694,568,0.802,696,482,0.693,559,0.803,Y
2016-2017,1,61192,6001051,Alameda,Hayward Unified,Lorin A. Eden Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,464,225,0.485,271,0.584,464,225,0.485,271,0.584,Y
2016-2017,1,61192,6001093,Alameda,Hayward Unified,Palma Ceia Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,588,342,0.582,416,0.707,588,342,0.582,416,0.707,Y
2016-2017,1,61192,6001101,Alameda,Hayward Unified,Park Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,584,365,0.625,428,0.733,571,356,0.623,419,0.734,Y
2016-2017,1,61192,6001127,Alameda,Hayward Unified,Ruus Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,573,302,0.527,386,0.674,556,292,0.525,376,0.676,Y
2016-2017,1,61192,6001135,Alameda,Hayward Unified,Schafer Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,734,492,0.67,582,0.793,723,486,0.672,574,0.794,Y
2016-2017,1,61192,6001176,Alameda,Hayward Unified,Southgate Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,699,297,0.425,371,0.531,684,295,0.431,368,0.538,Y
2016-2017,1,61192,6001192,Alameda,Hayward Unified,Treeview Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,496,284,0.573,329,0.663,496,284,0.573,329,0.663,Y
2016-2017,1,61192,6056931,Alameda,Hayward Unified,Bret Harte Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,637,319,0.501,373,0.586,637,319,0.501,373,0.586,Y
2016-2017,1,61192,6056949,Alameda,Hayward Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,567,390,0.688,463,0.817,567,390,0.688,463,0.817,Y
2016-2017,1,61192,6056956,Alameda,Hayward Unified,Anthony W. Ochoa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,583,319,0.547,393,0.674,583,319,0.547,393,0.674,Y
2016-2017,1,61192,6056972,Alameda,Hayward Unified,Winton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,505,335,0.663,399,0.79,505,335,0.663,399,0.79,Y
2016-2017,1,61192,6062160,Alameda,Hayward Unified,Strobridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,550,356,0.647,409,0.744,550,356,0.647,409,0.744,Y
2016-2017,1,61192,6066476,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,745,462,0.62,548,0.736,745,462,0.62,548,0.736,Y
2016-2017,1,61192,6090583,Alameda,Hayward Unified,Eden Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,589,264,0.448,328,0.557,589,264,0.448,328,0.557,Y
2016-2017,1,61192,6104566,Alameda,Hayward Unified,Tyrrell Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,735,576,0.784,647,0.88,735,576,0.784,647,0.88,Y
2016-2017,1,61192,6113815,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,135,83,0.615,93,0.689,135,83,0.615,93,0.689,Y
2016-2017,1,61200,1,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,0,0,0,0,20,0,0,0,0,Y
2016-2017,1,61200,107839,Alameda,Livermore Valley Joint Unified,Livermore Valley Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1565,Directly funded,Y,K,8,785,49,6.24E-02,62,7.90E-02,776,49,6.31E-02,62,7.99E-02,Y
2016-2017,1,61200,120931,Alameda,Livermore Valley Joint Unified,Livermore Valley Charter Preparatory High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1124,Directly funded,Y,9,12,307,40,0.13,48,0.156,298,39,0.131,47,0.158,Y
2016-2017,1,61200,130393,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,1,12,131,23,0.176,29,0.221,125,22,0.176,28,0.224,Y
2016-2017,1,61200,132670,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,7,12,121,58,0.479,65,0.537,94,47,0.5,53,0.564,Y
2016-2017,1,61200,133397,Alameda,Livermore Valley Joint Unified,Granada High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2164,289,0.134,346,0.16,2076,272,0.131,325,0.157,Y
2016-2017,1,61200,134536,Alameda,Livermore Valley Joint Unified,Livermore High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1810,302,0.167,371,0.205,1754,285,0.162,353,0.201,Y
2016-2017,1,61200,6001234,Alameda,Livermore Valley Joint Unified,Junction K-8,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,843,507,0.601,571,0.677,830,499,0.601,563,0.678,Y
2016-2017,1,61200,6001242,Alameda,Livermore Valley Joint Unified,East Avenue Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,618,151,0.244,191,0.309,618,151,0.244,191,0.309,Y
2016-2017,1,61200,6001259,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,764,46,6.02E-02,62,8.12E-02,751,46,6.13E-02,62,8.26E-02,Y
2016-2017,1,61200,6001283,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,537,198,0.369,228,0.425,523,194,0.371,224,0.428,Y
2016-2017,1,61200,6001291,Alameda,Livermore Valley Joint Unified,Joe Michell,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,737,151,0.205,192,0.261,722,148,0.205,189,0.262,Y
2016-2017,1,61200,6001317,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,410,301,0.734,333,0.812,394,294,0.746,325,0.825,Y
2016-2017,1,61200,6001341,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,977,70,7.16E-02,94,9.62E-02,977,70,7.16E-02,94,9.62E-02,Y
2016-2017,1,61200,6071906,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,660,120,0.182,152,0.23,650,118,0.182,150,0.231,Y
2016-2017,1,61200,6085773,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,625,87,0.139,104,0.166,625,87,0.139,104,0.166,Y
2016-2017,1,61200,6089338,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,565,96,0.17,119,0.211,549,94,0.171,117,0.213,Y
2016-2017,1,61200,6097661,Alameda,Livermore Valley Joint Unified,Sunset Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,795,42,5.28E-02,51,6.42E-02,794,42,5.29E-02,51,6.42E-02,Y
2016-2017,1,61200,6110332,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,5,594,109,0.184,130,0.219,577,107,0.185,128,0.222,Y
2016-2017,1,61200,6117543,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,551,83,0.151,99,0.18,536,82,0.153,97,0.181,Y
2016-2017,1,61218,6001358,Alameda,Mountain House Elementary,Mountain House Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,16,12,0.75,12,0.75,16,12,0.75,12,0.75,Y
2016-2017,1,61234,1,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,0.2,1,0.2,4,1,0.25,1,0.25,Y
2016-2017,1,61234,130054,Alameda,Newark Unified,Newark Memorial High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1703,558,0.328,759,0.446,1667,543,0.326,740,0.444,Y
2016-2017,1,61234,130484,Alameda,Newark Unified,Crossroads High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,55,14,0.255,15,0.273,52,13,0.25,14,0.269,Y
2016-2017,1,61234,135426,Alameda,Newark Unified,Bridgepoint High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,72,36,0.5,42,0.583,56,28,0.5,33,0.589,Y
2016-2017,1,61234,6001440,Alameda,Newark Unified,August Schilling Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,441,251,0.569,332,0.753,425,245,0.576,325,0.765,Y
2016-2017,1,61234,6001457,Alameda,Newark Unified,E. L. Musick Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,285,148,0.519,185,0.649,284,148,0.521,185,0.651,Y
2016-2017,1,61234,6001473,Alameda,Newark Unified,H. A. Snow Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,369,135,0.366,183,0.496,369,135,0.366,183,0.496,Y
2016-2017,1,61234,6001481,Alameda,Newark Unified,James A. Graham Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,376,213,0.566,267,0.71,376,213,0.566,267,0.71,Y
2016-2017,1,61234,6001499,Alameda,Newark Unified,James L. Bunker Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No,N/A,N/A,N,K,6,382,81,0.212,116,0.304,370,75,0.203,110,0.297,Y
2016-2017,1,61234,6001507,Alameda,Newark Unified,John F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,370,81,0.219,95,0.257,370,81,0.219,95,0.257,Y
2016-2017,1,61234,6001523,Alameda,Newark Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,400,160,0.4,208,0.52,388,157,0.405,204,0.526,Y
2016-2017,1,61234,6001531,Alameda,Newark Unified,Louis Milani Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No,N/A,N/A,N,K,6,486,151,0.311,188,0.387,486,151,0.311,188,0.387,Y
2016-2017,1,61234,6102917,Alameda,Newark Unified,Newark Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,901,347,0.385,462,0.513,901,347,0.385,462,0.513,Y
2016-2017,1,61242,1,Alameda,New Haven Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,2,0.1,2,0.1,17,2,0.118,2,0.118,Y
2016-2017,1,61242,110460,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,149,71,0.477,80,0.537,116,55,0.474,62,0.534,Y
2016-2017,1,61242,110478,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,12,6,0.5,8,0.667,9,4,0.444,6,0.667,Y
2016-2017,1,61242,126763,Alameda,New Haven Unified,Decoto School for Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,138,60,0.435,66,0.478,108,52,0.481,57,0.528,Y
2016-2017,1,61242,134668,Alameda,New Haven Unified,James Logan High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3750,1315,0.351,1699,0.453,3644,1267,0.348,1646,0.452,Y
2016-2017,1,61242,6001572,Alameda,New Haven Unified,Alvarado Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,800,298,0.372,409,0.511,785,295,0.376,404,0.515,Y
2016-2017,1,61242,6001606,Alameda,New Haven Unified,Hillview Crest Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,555,335,0.604,407,0.733,543,329,0.606,401,0.738,Y
2016-2017,1,61242,6001622,Alameda,New Haven Unified,Searles Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,697,390,0.56,462,0.663,683,383,0.561,452,0.662,Y
2016-2017,1,61242,6068266,Alameda,New Haven Unified,Itliong-Vera Cruz,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1444,436,0.302,577,0.4,1444,436,0.302,577,0.4,Y
2016-2017,1,61242,6097679,Alameda,New Haven Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1255,642,0.512,776,0.618,1255,642,0.512,776,0.618,Y
2016-2017,1,61242,6101604,Alameda,New Haven Unified,Pioneer Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,819,224,0.274,296,0.361,804,220,0.274,292,0.363,Y
2016-2017,1,61242,6115505,Alameda,New Haven Unified,Tom Kitayama Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,831,282,0.339,350,0.421,816,276,0.338,344,0.422,Y
2016-2017,1,61242,6115554,Alameda,New Haven Unified,Guy Jr. Emanuele Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,619,318,0.514,392,0.633,605,312,0.516,386,0.638,Y
2016-2017,1,61242,6118525,Alameda,New Haven Unified,Delaine Eastin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,804,146,0.182,208,0.259,789,140,0.177,201,0.255,Y
2016-2017,1,61259,1,Alameda,Oakland Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,139,38,0.273,38,0.273,131,36,0.275,36,0.275,Y
2016-2017,1,61259,100065,Alameda,Oakland Unified,Oakland Unity High,Unified School District,High Schools (Public),Traditional,N/A,Yes,510,Directly funded,Y,9,12,345,239,0.693,291,0.843,333,230,0.691,282,0.847,Y
