Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2018-2019,1,61176,6090526,Alameda,Fremont Unified,Joshua Chadbourne Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,734,39,5.31E-02,45,6.13E-02,730,39,5.34E-02,45,6.16E-02,Y
2018-2019,1,61176,6090534,Alameda,Fremont Unified,Mission San Jose Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,535,18,3.36E-02,21,3.93E-02,535,18,3.36E-02,21,3.93E-02,Y
2018-2019,1,61176,6090542,Alameda,Fremont Unified,Oliveira Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,885,169,0.191,208,0.235,858,165,0.192,204,0.238,Y
2018-2019,1,61176,6090559,Alameda,Fremont Unified,Steven Millard Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,577,86,0.149,119,0.206,577,86,0.149,119,0.206,Y
2018-2019,1,61176,6104723,Alameda,Fremont Unified,Ardenwood Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,963,90,9.35E-02,102,0.106,946,90,9.51E-02,102,0.108,Y
2018-2019,1,61176,6106983,Alameda,Fremont Unified,Fred E. Weibel Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,796,57,7.16E-02,62,7.79E-02,788,56,7.11E-02,61,7.74E-02,Y
2018-2019,1,61176,6111330,Alameda,Fremont Unified,Forest Park Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,1011,45,4.45E-02,51,5.04E-02,1011,45,4.45E-02,51,5.04E-02,Y
2018-2019,1,61192,1,Alameda,Hayward Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63,12,0.19,12,0.19,41,10,0.244,10,0.244,Y
2018-2019,1,61192,108670,Alameda,Hayward Unified,Leadership Public Schools - Hayward,Unified School District,High Schools (Public),Traditional,N/A,Yes,684,Directly funded,Y,9,12,595,255,0.429,370,0.622,590,253,0.429,367,0.622,Y
2018-2019,1,61192,111815,Alameda,Hayward Unified,Stonebrae Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,745,357,0.479,412,0.553,745,357,0.479,412,0.553,Y
2018-2019,1,61192,119248,Alameda,Hayward Unified,Golden Oak Montessori of Hayward,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1067,Directly funded,Y,1,8,249,42,0.169,49,0.197,249,42,0.169,49,0.197,Y
2018-2019,1,61192,127696,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1514,Directly funded,Y,K,8,563,288,0.512,321,0.57,553,285,0.515,317,0.573,Y
2018-2019,1,61192,127944,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,Unified School District,High Schools (Public),Traditional,N/A,Yes,1543,Directly funded,Y,9,12,218,110,0.505,130,0.596,213,107,0.502,127,0.596,Y
2018-2019,1,61192,131334,Alameda,Hayward Unified,Highland,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,23,18,0.783,20,0.87,23,18,0.783,20,0.87,Y
2018-2019,1,61192,133009,Alameda,Hayward Unified,Brenkwitz High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,161,109,0.677,115,0.714,123,81,0.659,86,0.699,Y
2018-2019,1,61192,133629,Alameda,Hayward Unified,Hayward High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1637,988,0.604,1125,0.687,1603,965,0.602,1100,0.686,Y
2018-2019,1,61192,135319,Alameda,Hayward Unified,Mt. Eden High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1979,1109,0.56,1294,0.654,1927,1079,0.56,1260,0.654,Y
2018-2019,1,61192,137646,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,836,Directly funded,Y,6,12,842,430,0.511,541,0.643,835,425,0.509,536,0.642,Y
2018-2019,1,61192,138339,Alameda,Hayward Unified,Tennyson High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1423,978,0.687,1086,0.763,1331,905,0.68,1009,0.758,Y
2018-2019,1,61192,6000889,Alameda,Hayward Unified,Bowman Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,301,199,0.661,229,0.761,301,199,0.661,229,0.761,Y
2018-2019,1,61192,6000905,Alameda,Hayward Unified,Burbank Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,867,528,0.609,630,0.727,853,517,0.606,619,0.726,Y
2018-2019,1,61192,6000913,Alameda,Hayward Unified,Cherryland Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,746,534,0.716,567,0.76,736,529,0.719,561,0.762,Y
2018-2019,1,61192,6000921,Alameda,Hayward Unified,East Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,568,333,0.586,388,0.683,568,333,0.586,388,0.683,Y
2018-2019,1,61192,6000947,Alameda,Hayward Unified,Eldridge Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,378,253,0.669,296,0.783,378,253,0.669,296,0.783,Y
2018-2019,1,61192,6000962,Alameda,Hayward Unified,Fairview Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,549,349,0.636,406,0.74,533,336,0.63,392,0.735,Y
2018-2019,1,61192,6000988,Alameda,Hayward Unified,Glassbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,515,399,0.775,414,0.804,501,387,0.772,402,0.802,Y
2018-2019,1,61192,6000996,Alameda,Hayward Unified,Harder Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,569,426,0.749,453,0.796,569,426,0.749,453,0.796,Y
2018-2019,1,61192,6001044,Alameda,Hayward Unified,Longwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,651,491,0.754,516,0.793,637,484,0.76,507,0.796,Y
2018-2019,1,61192,6001051,Alameda,Hayward Unified,Lorin A. Eden Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,389,210,0.54,243,0.625,389,210,0.54,243,0.625,Y
2018-2019,1,61192,6001093,Alameda,Hayward Unified,Palma Ceia Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,551,366,0.664,417,0.757,551,366,0.664,417,0.757,Y
2018-2019,1,61192,6001101,Alameda,Hayward Unified,Park Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,532,386,0.726,447,0.84,519,377,0.726,437,0.842,Y
2018-2019,1,61192,6001127,Alameda,Hayward Unified,Ruus Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,486,304,0.626,352,0.724,468,290,0.62,336,0.718,Y
2018-2019,1,61192,6001135,Alameda,Hayward Unified,Schafer Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,778,530,0.681,563,0.724,763,520,0.682,553,0.725,Y
2018-2019,1,61192,6001176,Alameda,Hayward Unified,Southgate Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,677,368,0.544,437,0.645,666,358,0.538,427,0.641,Y
2018-2019,1,61192,6001192,Alameda,Hayward Unified,Treeview Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,461,311,0.675,347,0.753,461,311,0.675,347,0.753,Y
2018-2019,1,61192,6056931,Alameda,Hayward Unified,Bret Harte Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,605,339,0.56,411,0.679,605,339,0.56,411,0.679,Y
2018-2019,1,61192,6056949,Alameda,Hayward Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,554,357,0.644,389,0.702,554,357,0.644,389,0.702,Y
2018-2019,1,61192,6056956,Alameda,Hayward Unified,Anthony W. Ochoa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,588,323,0.549,392,0.667,588,323,0.549,392,0.667,Y
2018-2019,1,61192,6056972,Alameda,Hayward Unified,Winton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,505,349,0.691,374,0.741,505,349,0.691,374,0.741,Y
2018-2019,1,61192,6062160,Alameda,Hayward Unified,Strobridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,492,324,0.659,351,0.713,492,324,0.659,351,0.713,Y
2018-2019,1,61192,6066476,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,757,452,0.597,500,0.661,757,452,0.597,500,0.661,Y
2018-2019,1,61192,6090583,Alameda,Hayward Unified,Eden Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,552,314,0.569,351,0.636,536,302,0.563,339,0.632,Y
2018-2019,1,61192,6104566,Alameda,Hayward Unified,Tyrrell Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,675,550,0.815,571,0.846,675,550,0.815,571,0.846,Y
2018-2019,1,61192,6113815,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,132,83,0.629,101,0.765,132,83,0.629,101,0.765,Y
2018-2019,1,61200,1,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,3,0.143,3,0.143,17,1,5.88E-02,1,5.88E-02,Y
2018-2019,1,61200,130393,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,1,12,136,41,0.301,41,0.301,128,38,0.297,38,0.297,Y
2018-2019,1,61200,132670,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,7,12,111,70,0.631,75,0.676,98,62,0.633,67,0.684,Y
2018-2019,1,61200,133397,Alameda,Livermore Valley Joint Unified,Granada High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2282,416,0.182,463,0.203,2206,389,0.176,436,0.198,Y
2018-2019,1,61200,134536,Alameda,Livermore Valley Joint Unified,Livermore High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1878,401,0.214,458,0.244,1826,386,0.211,440,0.241,Y
2018-2019,1,61200,135376,Alameda,Livermore Valley Joint Unified,Lawrence Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,357,43,0.12,48,0.134,341,42,0.123,47,0.138,Y
2018-2019,1,61200,6001234,Alameda,Livermore Valley Joint Unified,Junction K-8,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,934,518,0.555,580,0.621,924,512,0.554,573,0.62,Y
2018-2019,1,61200,6001242,Alameda,Livermore Valley Joint Unified,East Avenue Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,649,175,0.27,196,0.302,649,175,0.27,196,0.302,Y
2018-2019,1,61200,6001259,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,719,53,7.37E-02,54,7.51E-02,707,53,7.50E-02,54,7.64E-02,Y
2018-2019,1,61200,6001283,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,526,189,0.359,206,0.392,518,187,0.361,204,0.394,Y
2018-2019,1,61200,6001291,Alameda,Livermore Valley Joint Unified,Joe Michell,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,819,132,0.161,164,0.2,803,129,0.161,161,0.2,Y
2018-2019,1,61200,6001317,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,392,286,0.73,305,0.778,383,281,0.734,300,0.783,Y
2018-2019,1,61200,6001341,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,965,72,7.46E-02,82,8.50E-02,965,72,7.46E-02,82,8.50E-02,Y
2018-2019,1,61200,6071906,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,678,150,0.221,158,0.233,660,149,0.226,157,0.238,Y
2018-2019,1,61200,6085773,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,715,120,0.168,139,0.194,715,120,0.168,139,0.194,Y
2018-2019,1,61200,6089338,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,599,129,0.215,143,0.239,591,129,0.218,142,0.24,Y
2018-2019,1,61200,6097661,Alameda,Livermore Valley Joint Unified,Sunset Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,771,45,5.84E-02,51,6.61E-02,759,44,5.80E-02,49,6.46E-02,Y
2018-2019,1,61200,6110332,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,5,601,134,0.223,151,0.251,589,131,0.222,148,0.251,Y
2018-2019,1,61200,6117543,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,585,92,0.157,100,0.171,570,89,0.156,97,0.17,Y
2018-2019,1,61218,6001358,Alameda,Mountain House Elementary,Mountain House Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,17,8,0.471,11,0.647,17,8,0.471,11,0.647,Y
2018-2019,1,61234,1,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,2,0.222,2,0.222,8,2,0.25,2,0.25,Y
2018-2019,1,61234,130054,Alameda,Newark Unified,Newark Memorial High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1711,671,0.392,778,0.455,1666,651,0.391,754,0.453,Y
2018-2019,1,61234,130484,Alameda,Newark Unified,Crossroads High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,43,26,0.605,26,0.605,39,23,0.59,23,0.59,Y
2018-2019,1,61234,135426,Alameda,Newark Unified,Bridgepoint High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,66,44,0.667,49,0.742,51,35,0.686,40,0.784,Y
2018-2019,1,61234,6001440,Alameda,Newark Unified,August Schilling Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,378,244,0.646,281,0.743,362,232,0.641,269,0.743,Y
2018-2019,1,61234,6001457,Alameda,Newark Unified,E. L. Musick Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,283,155,0.548,176,0.622,266,149,0.56,170,0.639,Y
2018-2019,1,61234,6001473,Alameda,Newark Unified,H. A. Snow Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,343,144,0.42,176,0.513,343,144,0.42,176,0.513,Y
2018-2019,1,61234,6001481,Alameda,Newark Unified,James A. Graham Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,375,208,0.555,240,0.64,375,208,0.555,240,0.64,Y
2018-2019,1,61234,6001499,Alameda,Newark Unified,Birch Grove Primary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,418,102,0.244,118,0.282,394,96,0.244,110,0.279,Y
2018-2019,1,61234,6001507,Alameda,Newark Unified,John F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,404,109,0.27,115,0.285,386,105,0.272,111,0.288,Y
2018-2019,1,61234,6001523,Alameda,Newark Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,401,165,0.411,191,0.476,378,158,0.418,183,0.484,Y
2018-2019,1,61234,6001531,Alameda,Newark Unified,Birch Grove Intermediate,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,3,6,438,153,0.349,181,0.413,438,153,0.349,181,0.413,Y
2018-2019,1,61234,6102917,Alameda,Newark Unified,Newark Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,889,400,0.45,470,0.529,889,400,0.45,470,0.529,Y
2018-2019,1,61242,1,Alameda,New Haven Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,2,9.52E-02,2,9.52E-02,15,2,0.133,2,0.133,Y
2018-2019,1,61242,110460,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,127,52,0.409,53,0.417,105,43,0.41,44,0.419,Y
2018-2019,1,61242,110478,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,10,8,0.8,8,0.8,9,7,0.778,7,0.778,Y
2018-2019,1,61242,126763,Alameda,New Haven Unified,Decoto School for Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,121,49,0.405,57,0.471,108,46,0.426,52,0.481,Y
2018-2019,1,61242,134668,Alameda,New Haven Unified,James Logan High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3635,1235,0.34,1593,0.438,3541,1189,0.336,1539,0.435,Y
2018-2019,1,61242,6001572,Alameda,New Haven Unified,Alvarado Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,726,256,0.353,353,0.486,712,252,0.354,348,0.489,Y
2018-2019,1,61242,6001606,Alameda,New Haven Unified,Hillview Crest Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,513,293,0.571,355,0.692,498,285,0.572,346,0.695,Y
2018-2019,1,61242,6001622,Alameda,New Haven Unified,Searles Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,662,301,0.455,334,0.505,647,295,0.456,327,0.505,Y
2018-2019,1,61242,6068266,Alameda,New Haven Unified,Itliong-Vera Cruz,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1396,421,0.302,545,0.39,1396,421,0.302,545,0.39,Y
2018-2019,1,61242,6097679,Alameda,New Haven Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1210,591,0.488,713,0.589,1210,591,0.488,713,0.589,Y
2018-2019,1,61242,6101604,Alameda,New Haven Unified,Pioneer Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,750,198,0.264,260,0.347,732,197,0.269,257,0.351,Y
2018-2019,1,61242,6115505,Alameda,New Haven Unified,Tom Kitayama Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,776,278,0.358,334,0.43,760,270,0.355,325,0.428,Y
2018-2019,1,61242,6115554,Alameda,New Haven Unified,Guy Jr. Emanuele Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,569,283,0.497,333,0.585,554,279,0.504,327,0.59,Y
2018-2019,1,61242,6118525,Alameda,New Haven Unified,Delaine Eastin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,765,122,0.159,160,0.209,749,120,0.16,157,0.21,Y
2018-2019,1,61259,1,Alameda,Oakland Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,151,44,0.291,45,0.298,125,41,0.328,41,0.328,Y
2018-2019,1,61259,100065,Alameda,Oakland Unified,Oakland Unity High,Unified School District,High Schools (Public),Traditional,N/A,Yes,510,Directly funded,Y,9,12,359,271,0.755,306,0.852,349,263,0.754,297,0.851,Y
