Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2020-2021,1,61176,6000715,Alameda,Fremont Unified,Tom Maloney Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,620,86,0.139,103,0.166,606,85,0.14,102,0.168,Y
2020-2021,1,61176,6000830,Alameda,Fremont Unified,Vallejo Mill Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,504,101,0.2,116,0.23,504,101,0.2,116,0.23,Y
2020-2021,1,61176,130435,Alameda,Fremont Unified,Vista Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,7,12,25,11,0.44,12,0.48,23,10,0.435,11,0.478,Y
2020-2021,1,61176,6000848,Alameda,Fremont Unified,Warm Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,3,5,793,30,3.78E-02,35,4.41E-02,793,30,3.78E-02,35,4.41E-02,Y
2020-2021,1,61176,6089619,Alameda,Fremont Unified,Warwick Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,963,104,0.108,118,0.123,946,104,0.11,118,0.125,Y
2020-2021,1,61176,138693,Alameda,Fremont Unified,Washington High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1911,461,0.241,545,0.285,1855,437,0.236,517,0.279,Y
2020-2021,1,61176,6056923,Alameda,Fremont Unified,William Hopkins Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,978,86,8.79E-02,93,9.51E-02,978,86,8.79E-02,93,9.51E-02,Y
2020-2021,1,61176,127233,Alameda,Fremont Unified,Young Adult Program,Unified School District,Special Education Schools (Public),Special Education School,N/A,N ,N/A,N/A,N,9,12,33,7,0.212,8,0.242,0,0,0,0,0,Y
2020-2021,1,61192,6056956,Alameda,Hayward Unified,Anthony W. Ochoa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,520,268,0.515,301,0.579,520,268,0.515,301,0.579,Y
2020-2021,1,61192,6000889,Alameda,Hayward Unified,Bowman Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,296,162,0.547,174,0.588,296,162,0.547,174,0.588,Y
2020-2021,1,61192,133009,Alameda,Hayward Unified,Brenkwitz High,Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,142,78,0.549,84,0.592,105,60,0.571,65,0.619,Y
2020-2021,1,61192,6056931,Alameda,Hayward Unified,Bret Harte Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,562,284,0.505,316,0.562,562,284,0.505,316,0.562,Y
2020-2021,1,61192,6000905,Alameda,Hayward Unified,Burbank Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,834,436,0.523,522,0.626,825,434,0.526,519,0.629,Y
2020-2021,1,61192,6056949,Alameda,Hayward Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,532,330,0.62,358,0.673,532,330,0.62,358,0.673,Y
2020-2021,1,61192,6000913,Alameda,Hayward Unified,Cherryland Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,788,513,0.651,556,0.706,777,507,0.653,546,0.703,Y
2020-2021,1,61192,0,Alameda,Hayward Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,52,15,0.288,15,0.288,3,2,0.667,2,0.667,Y
2020-2021,1,61192,6000921,Alameda,Hayward Unified,East Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,513,221,0.431,250,0.487,513,221,0.431,250,0.487,Y
2020-2021,1,61192,6090583,Alameda,Hayward Unified,Eden Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,513,188,0.366,224,0.437,502,187,0.373,222,0.442,Y
2020-2021,1,61192,6000947,Alameda,Hayward Unified,Eldridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,327,175,0.535,199,0.609,327,175,0.535,199,0.609,Y
2020-2021,1,61192,6000962,Alameda,Hayward Unified,Fairview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,537,292,0.544,323,0.601,524,283,0.54,314,0.599,Y
2020-2021,1,61192,6113815,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,134,77,0.575,84,0.627,134,77,0.575,84,0.627,Y
2020-2021,1,61192,6000988,Alameda,Hayward Unified,Glassbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,507,338,0.667,353,0.696,507,338,0.667,353,0.696,Y
2020-2021,1,61192,119248,Alameda,Hayward Unified,Golden Oak Montessori of Hayward,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,1067,Directly funded,Y,1,8,308,49,0.159,57,0.185,308,49,0.159,57,0.185,Y
2020-2021,1,61192,6000996,Alameda,Hayward Unified,Harder Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,455,297,0.653,322,0.708,455,297,0.653,322,0.708,Y
2020-2021,1,61192,133629,Alameda,Hayward Unified,Hayward High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1696,838,0.494,945,0.557,1677,831,0.496,938,0.559,Y
2020-2021,1,61192,131334,Alameda,Hayward Unified,Highland,Unified School District,Special Education Schools (Public),Special Education School,N/A,N ,N/A,N/A,N,K,12,19,13,0.684,13,0.684,19,13,0.684,13,0.684,Y
2020-2021,1,61192,137646,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Unified School District,K-12 Schools (Public),Traditional,N/A,Y,836,Directly funded,Y,6,12,824,375,0.455,492,0.597,819,372,0.454,489,0.597,Y
2020-2021,1,61192,127696,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Y,1514,Directly funded,Y,K,8,602,283,0.47,319,0.53,594,281,0.473,317,0.534,Y
2020-2021,1,61192,108670,Alameda,Hayward Unified,Leadership Public Schools - Hayward,Unified School District,High Schools (Public),Traditional,N/A,Y,684,Directly funded,Y,9,12,614,264,0.43,339,0.552,607,262,0.432,337,0.555,Y
2020-2021,1,61192,6001044,Alameda,Hayward Unified,Longwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,552,359,0.65,387,0.701,544,356,0.654,384,0.706,Y
2020-2021,1,61192,6001051,Alameda,Hayward Unified,Lorin A. Eden Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,349,154,0.441,176,0.504,349,154,0.441,176,0.504,Y
2020-2021,1,61192,6066476,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,731,386,0.528,451,0.617,731,386,0.528,451,0.617,Y
2020-2021,1,61192,135319,Alameda,Hayward Unified,Mt. Eden High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1967,937,0.476,1074,0.546,1932,917,0.475,1053,0.545,Y
2020-2021,1,61192,1,Alameda,Hayward Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47,16,0.34,17,0.362,35,14,0.4,15,0.429,Y
2020-2021,1,61192,6001093,Alameda,Hayward Unified,Palma Ceia Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,522,252,0.483,286,0.548,522,252,0.483,286,0.548,Y
2020-2021,1,61192,6001101,Alameda,Hayward Unified,Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,512,305,0.596,334,0.652,502,298,0.594,327,0.651,Y
2020-2021,1,61192,6001127,Alameda,Hayward Unified,Ruus Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,430,229,0.533,266,0.619,421,225,0.534,259,0.615,Y
2020-2021,1,61192,6001135,Alameda,Hayward Unified,Schafer Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,742,436,0.588,484,0.652,734,433,0.59,481,0.655,Y
2020-2021,1,61192,127944,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,Unified School District,High Schools (Public),Traditional,Not Participating,Y,1543,Directly funded,Y,9,12,221,115,0.52,131,0.593,212,110,0.519,125,0.59,Y
2020-2021,1,61192,6001176,Alameda,Hayward Unified,Southgate Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,657,267,0.406,312,0.475,644,262,0.407,305,0.474,Y
2020-2021,1,61192,111815,Alameda,Hayward Unified,Stonebrae Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,696,275,0.395,289,0.415,696,275,0.395,289,0.415,Y
2020-2021,1,61192,6062160,Alameda,Hayward Unified,Strobridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,401,207,0.516,226,0.564,401,207,0.516,226,0.564,Y
2020-2021,1,61192,138339,Alameda,Hayward Unified,Tennyson High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1501,884,0.589,966,0.644,1429,841,0.589,918,0.642,Y
2020-2021,1,61192,6001192,Alameda,Hayward Unified,Treeview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,407,236,0.58,254,0.624,407,236,0.58,254,0.624,Y
2020-2021,1,61192,6104566,Alameda,Hayward Unified,Tyrrell Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,600,424,0.707,445,0.742,600,424,0.707,445,0.742,Y
2020-2021,1,61192,6056972,Alameda,Hayward Unified,Winton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,528,353,0.669,413,0.782,528,353,0.669,413,0.782,Y
2020-2021,1,61200,6117543,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,608,72,0.118,76,0.125,594,72,0.121,76,0.128,Y
2020-2021,1,61200,6085773,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,640,117,0.183,139,0.217,640,117,0.183,139,0.217,Y
2020-2021,1,61200,6071906,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,636,129,0.203,141,0.222,628,124,0.197,136,0.217,Y
2020-2021,1,61200,132670,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,7,12,118,56,0.475,60,0.508,97,49,0.505,52,0.536,Y
2020-2021,1,61200,6001242,Alameda,Livermore Valley Joint Unified,East Avenue Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,585,168,0.287,184,0.315,585,168,0.287,184,0.315,Y
2020-2021,1,61200,6001259,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,666,37,5.56E-02,42,6.31E-02,655,37,5.65E-02,42,6.41E-02,Y
2020-2021,1,61200,133397,Alameda,Livermore Valley Joint Unified,Granada High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,2334,403,0.173,447,0.192,2256,390,0.173,432,0.191,Y
2020-2021,1,61200,6001283,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,486,142,0.292,154,0.317,482,142,0.295,153,0.317,Y
2020-2021,1,61200,6001291,Alameda,Livermore Valley Joint Unified,Joe Michell,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,778,124,0.159,146,0.188,769,123,0.16,145,0.189,Y
2020-2021,1,61200,6001234,Alameda,Livermore Valley Joint Unified,Junction K-8,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,927,452,0.488,491,0.53,927,452,0.488,491,0.53,Y
2020-2021,1,61200,135376,Alameda,Livermore Valley Joint Unified,Lawrence Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,362,52,0.144,52,0.144,356,51,0.143,51,0.143,Y
2020-2021,1,61200,6110332,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,P,5,556,130,0.234,141,0.254,544,128,0.235,138,0.254,Y
2020-2021,1,61200,134536,Alameda,Livermore Valley Joint Unified,Livermore High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1860,382,0.205,428,0.23,1823,372,0.204,417,0.229,Y
2020-2021,1,61200,6001317,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,362,223,0.616,246,0.68,361,223,0.618,246,0.681,Y
2020-2021,1,61200,1,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,6,0.176,6,0.176,31,6,0.194,6,0.194,Y
2020-2021,1,61200,6089338,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,594,106,0.178,114,0.192,585,105,0.179,113,0.193,Y
2020-2021,1,61200,6097661,Alameda,Livermore Valley Joint Unified,Sunset Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,744,55,7.39E-02,66,8.87E-02,733,55,7.50E-02,66,9.00E-02,Y
2020-2021,1,61200,130393,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,1,12,94,20,0.213,20,0.213,87,18,0.207,18,0.207,Y
2020-2021,1,61200,6001341,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,921,70,7.60E-02,81,8.79E-02,921,70,7.60E-02,81,8.79E-02,Y
2020-2021,1,61218,6001358,Alameda,Mountain House Elementary,Mountain House Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,16,10,0.625,12,0.75,15,10,0.667,12,0.8,Y
2020-2021,1,61234,6001440,Alameda,Newark Unified,August Schilling Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,370,229,0.619,263,0.711,362,226,0.624,260,0.718,Y
2020-2021,1,61234,6001531,Alameda,Newark Unified,Birch Grove Intermediate,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,3,6,453,150,0.331,182,0.402,453,150,0.331,182,0.402,Y
2020-2021,1,61234,6001499,Alameda,Newark Unified,Birch Grove Primary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,418,104,0.249,123,0.294,401,100,0.249,118,0.294,Y
2020-2021,1,61234,135426,Alameda,Newark Unified,Bridgepoint High (Continuation),Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,49,28,0.571,36,0.735,29,19,0.655,23,0.793,Y
2020-2021,1,61234,130484,Alameda,Newark Unified,Crossroads High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,K,12,30,18,0.6,22,0.733,26,17,0.654,20,0.769,Y
2020-2021,1,61234,6001457,Alameda,Newark Unified,E. L. Musick Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,272,155,0.57,183,0.673,268,154,0.575,182,0.679,Y
2020-2021,1,61234,6001473,Alameda,Newark Unified,H. A. Snow Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,286,135,0.472,160,0.559,286,135,0.472,160,0.559,Y
2020-2021,1,61234,6001481,Alameda,Newark Unified,James A. Graham Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,365,220,0.603,256,0.701,364,220,0.604,256,0.703,Y
2020-2021,1,61234,6001507,Alameda,Newark Unified,John F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,392,99,0.253,122,0.311,385,99,0.257,122,0.317,Y
2020-2021,1,61234,6001523,Alameda,Newark Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,379,179,0.472,212,0.559,369,172,0.466,205,0.556,Y
2020-2021,1,61234,6102917,Alameda,Newark Unified,Newark Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,774,472,0.61,530,0.685,774,472,0.61,530,0.685,Y
2020-2021,1,61234,130054,Alameda,Newark Unified,Newark Memorial High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1713,710,0.414,867,0.506,1677,691,0.412,846,0.504,Y
2020-2021,1,61234,1,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,2,0.333,2,0.333,5,2,0.4,2,0.4,Y
2020-2021,1,61242,110478,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,9,12,9,5,0.556,5,0.556,7,5,0.714,5,0.714,Y
2020-2021,1,61242,6001572,Alameda,New Haven Unified,Alvarado Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,655,210,0.321,254,0.388,641,208,0.324,250,0.39,Y
2020-2021,1,61242,6097679,Alameda,New Haven Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,1010,459,0.454,519,0.514,1010,459,0.454,519,0.514,Y
2020-2021,1,61242,110460,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Unified School District,Continuation High Schools,Continuation School,CEP,N ,N/A,N/A,N,9,12,124,49,0.395,50,0.403,105,40,0.381,41,0.39,Y
2020-2021,1,61242,126763,Alameda,New Haven Unified,Decoto School for Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,K,12,471,133,0.282,155,0.329,454,126,0.278,147,0.324,Y
2020-2021,1,61242,6118525,Alameda,New Haven Unified,Delaine Eastin Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,682,88,0.129,109,0.16,660,84,0.127,104,0.158,Y
2020-2021,1,61242,6115554,Alameda,New Haven Unified,Guy Jr. Emanuele Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,559,251,0.449,279,0.499,535,247,0.462,275,0.514,Y
